Energy	Absorbance
cm-1	a.u.
	150wt
941.262208	0.117243647374871
943.191024	0.120159647374871
945.11984	0.123310647374871
947.048656	0.126767647374871
948.977472	0.130454647374871
950.906288	0.134657647374871
952.835104	0.140085647374871
954.76392	0.147357647374871
956.692736	0.157406647374871
958.621552	0.171558647374871
960.550368	0.189080647374871
962.479184	0.206563647374871
964.408	0.219559647374871
966.336816	0.224381647374871
968.265632	0.220822647374871
970.194448	0.212165647374871
972.123264	0.202032647374871
974.05208	0.192802647374871
975.980896	0.185504647374871
977.909712	0.180265647374871
979.838528	0.176965647374871
981.767344	0.175178647374871
983.69616	0.174398647374871
985.624976	0.173992647374871
987.553792	0.173787647374871
989.482608	0.173924647374871
991.411424	0.174457647374871
993.34024	0.175303647374871
995.269056	0.176467647374871
997.197872	0.178138647374871
999.126688	0.180214647374871
