Energy	Absorbance
cm-1	a.u.
	25wt
941.262208	0.115833290744173
943.191024	0.119446290744173
945.11984	0.122950290744173
947.048656	0.126407290744173
948.977472	0.129946290744173
950.906288	0.133654290744173
952.835104	0.137662290744173
954.76392	0.142245290744173
956.692736	0.147648290744173
958.621552	0.153671290744173
960.550368	0.159744290744173
962.479184	0.165300290744173
964.408	0.169573290744173
966.336816	0.171467290744173
968.265632	0.170785290744173
970.194448	0.168172290744173
972.123264	0.164479290744173
974.05208	0.161019290744173
975.980896	0.158639290744173
977.909712	0.157602290744173
979.838528	0.157678290744173
981.767344	0.158103290744173
983.69616	0.158680290744173
985.624976	0.159364290744173
987.553792	0.160014290744173
989.482608	0.160917290744173
991.411424	0.162269290744173
993.34024	0.164034290744173
995.269056	0.166031290744173
997.197872	0.168164290744173
999.126688	0.170505290744173
