Energy	Absorbance
cm-1	a.u.
	100wt
941.262208	0.116902065247065
943.191024	0.119581065247065
945.11984	0.122593065247065
947.048656	0.125750065247065
948.977472	0.129109065247065
950.906288	0.133063065247065
952.835104	0.138155065247065
954.76392	0.144736065247065
956.692736	0.153156065247065
958.621552	0.164520065247065
960.550368	0.178569065247065
962.479184	0.192890065247065
964.408	0.204041065247065
966.336816	0.208567065247065
968.265632	0.206038065247065
970.194448	0.198869065247065
972.123264	0.189947065247065
974.05208	0.181673065247065
975.980896	0.175301065247065
977.909712	0.170902065247065
979.838528	0.168138065247065
981.767344	0.166578065247065
983.69616	0.165736065247065
985.624976	0.165313065247065
987.553792	0.165247065247065
989.482608	0.165466065247065
991.411424	0.165935065247065
993.34024	0.166900065247065
995.269056	0.168317065247065
997.197872	0.169908065247065
999.126688	0.171764065247065
