Date	Google	Yahoo	Baidu	Sony	Panasonic	Canon	PG	Unilever	Colgate
	Technology	Technology	Technology	Electronics Manufacturer	Electronics Manufacturer	Electronics Manufacturer	Consumer Products	Consumer Products	Consumer Products
1/3/2012	3.02059142282087	0.929944203347812	6.7141753241178	1.88470066518847	3.33730631704409	2.36148955495004	0.179883076000606	1.49164677804296	-1.42047545447855
1/4/2012	0.431313025052224	-3.07125307125308	-1.85051090192293	-0.87051142546246	0	-1.22005323868677	-0.0448900194523435	-0.823045267489715	-0.522622069583387
1/5/2012	-1.38714311366493	-0.887198986058294	1.04926633330601	-2.85400658616904	-1.84544405997693	-0.988097911520318	-0.419161676646708	-0.296384113811504	-0.510357250075058
1/6/2012	-1.36416746331619	-0.767263427109981	-2.41745761336902	-1.46892655367231	-0.352526439482954	-1.22476752097983	-0.240529164161149	-3.21046373365041	-0.377187688593844
1/9/2012	-4.23986954247561	-0.386597938144322	-0.141325130933579	0.172018348623839	-0.117924528301884	0	0.421940928270044	1.47420147420146	-0.0227169468423453
1/10/2012	0.109243967483846	0.323415265200511	5.62770562770562	1.31654264453349	0	-0.43628013777267	-0.465186074429775	0.877723970944307	-0.371127773990767
1/11/2012	0.452546779214952	0.128949065119275	1.03247162673392	-0.0564971751412317	-0.708382526564351	-0.784132841328405	-0.979948741142758	-3.78037803780378	-1.04911053671887
1/12/2012	0.587896990223009	0.837089504185453	0.0858101255948308	-2.43075183719615	-2.02140309155767	-1.11576011157602	0.197929354445791	0.155908949173674	0.0460971112476969
1/13/2012	-0.738517247951207	-1.14942528735632	-0.693686671862833	-0.753186558516817	-0.8495145631068	2.39774330042314	0	-1.93026151930261	-0.0307172477345969
1/17/2012	0.574409190547054	-0.322997416020676	1.13020955968919	-2.1015761821366	-1.95838433292534	-1.10192837465566	0.683786658562533	0.317460317460322	1.3673375326471
1/18/2012	0.688854242896676	3.17563188593649	-2.15754753589445	2.08706022659512	1.99750312109863	1.25348189415042	-0.347117416239064	1.26582278481012	0.64413458623825
1/19/2012	1.05228231502111	1.25628140703518	-1.9433647973348	0.759345794392518	1.83598531211751	0.894085281980744	0.0757231561411437	-0.749999999999995	-0.37647767487388
1/20/2012	-8.37750363525494	-0.99255583126551	-0.663323086879152	3.47826086956523	1.56249999999999	1.11338332197228	0.226997578692503	0.850125944584382	-1.08079510241101
