Wavelength	Intensity
nm	arb. units
	650° C
551	126.42
551.25	125.8725
551.5	125.325
551.75	124.7775
552	124.23
552.25	123.76
552.5	123.29
552.75	122.82
553	122.35
553.25	123.6025
553.5	124.855
553.75	126.1075
554	127.36
554.25	126.1075
554.5	124.855
554.75	123.6025
555	122.35
555.25	122.35
555.5	122.35
555.75	122.35
556	122.35
556.25	122.0375
556.5	121.725
556.75	121.4125
557	121.1
557.25	121.8825
557.5	122.665
557.75	123.4475
558	124.23
558.25	124.23
558.5	124.23
558.75	124.23
559	124.23
559.25	125.1675
559.5	126.105
559.75	127.0425
560	127.98
560.25	129.2325
560.5	130.485
560.75	131.7375
561	132.99
561.25	131.3475
561.5	129.705
561.75	128.0625
562	126.42
562.25	125.95
562.5	125.48
562.75	125.01
563	124.54
563.25	125.4
563.5	126.26
563.75	127.12
564	127.98
564.25	128.215
564.5	128.45
564.75	128.685
565	128.92
565.25	129.7025
565.5	130.485
565.75	131.2675
566	132.05
566.25	132.285
566.5	132.52
566.75	132.755
567	132.99
567.25	132.52
567.5	132.05
567.75	131.58
568	131.11
568.25	132.1275
568.5	133.145
568.75	134.1625
569	135.18
569.25	137.2125
569.5	139.245
569.75	141.2775
570	143.31
570.25	142.3725
570.5	141.435
570.75	140.4975
571	139.56
571.25	141.515
571.5	143.47
571.75	145.425
572	147.38
572.25	148.7875
572.5	150.195
572.75	151.6025
573	153.01
573.25	153.1275
573.5	153.245
573.75	153.3625
574	153.48
574.25	153.5975
574.5	153.715
574.75	153.8325
575	153.95
575.25	157.47
575.5	160.99
575.75	164.51
576	168.03
576.25	168.5
576.5	168.97
576.75	169.44
577	169.91
577.25	172.6475
577.5	175.385
577.75	178.1225
578	180.86
578.25	184.145
578.5	187.43
578.75	190.715
579	194
579.25	198.145
579.5	202.29
579.75	206.435
580	210.58
580.25	213.7075
580.5	216.835
580.75	219.9625
581	223.09
581.25	226.69
581.5	230.29
581.75	233.89
582	237.49
582.25	244.06
582.5	250.63
582.75	257.2
583	263.77
583.25	266.585
583.5	269.4
583.75	272.215
584	275.03
584.25	281.7575
584.5	288.485
584.75	295.2125
585	301.94
585.25	306.5525
585.5	311.165
585.75	315.7775
586	320.39
586.25	327.665
586.5	334.94
586.75	342.215
587	349.49
587.25	353.7925
587.5	358.095
587.75	362.3975
588	366.7
588.25	373.27
588.5	379.84
588.75	386.41
589	392.98
589.25	396.185
589.5	399.39
589.75	402.595
590	405.8
590.25	411.1975
590.5	416.595
590.75	421.9925
591	427.39
591.25	432.865
591.5	438.34
591.75	443.815
592	449.29
592.25	450.0725
592.5	450.855
592.75	451.6375
593	452.42
593.25	454.61
593.5	456.8
593.75	458.99
594	461.18
594.25	465.2475
594.5	469.315
594.75	473.3825
595	477.45
595.25	478.7025
595.5	479.955
595.75	481.2075
596	482.46
596.25	486.0575
596.5	489.655
596.75	493.2525
597	496.85
597.25	497.7875
597.5	498.725
597.75	499.6625
598	500.6
598.25	499.975
598.5	499.35
598.75	498.725
599	498.1
599.25	497.16
599.5	496.22
599.75	495.28
600	494.34
600.25	498.1725
600.5	502.005
600.75	505.8375
601	509.67
601.25	508.81
601.5	507.95
601.75	507.09
602	506.23
602.25	505.37
602.5	504.51
602.75	503.65
603	502.79
603.25	502.635
603.5	502.48
