Wavelength	Intensity
nm	arb. units
	850° C
553	125.214
553.25	125.6565
553.5	126.099
553.75	126.5415
554	126.984
554.25	126.864
554.5	126.744
554.75	126.624
555	126.504
555.25	126.019
555.5	125.534
555.75	125.049
556	124.564
556.25	125.2515
556.5	125.939
556.75	126.6265
557	127.314
557.25	126.384
557.5	125.454
557.75	124.524
558	123.594
558.25	124.684
558.5	125.774
558.75	126.864
559	127.954
559.25	127.0665
559.5	126.179
559.75	125.2915
560	124.404
560.25	125.1715
560.5	125.939
560.75	126.7065
561	127.474
561.25	126.504
561.5	125.534
561.75	124.564
562	123.594
562.25	124.8465
562.5	126.099
562.75	127.3515
563	128.604
563.25	127.9165
563.5	127.229
563.75	126.5415
564	125.854
564.25	126.5015
564.5	127.149
564.75	127.7965
565	128.444
565.25	128.2015
565.5	127.959
565.75	127.7165
566	127.474
566.25	127.7565
566.5	128.039
566.75	128.3215
567	128.604
567.25	128.3615
567.5	128.119
567.75	127.8765
568	127.634
568.25	127.8365
568.5	128.039
568.75	128.2415
569	128.444
569.25	127.069
569.5	125.694
569.75	124.319
570	122.944
570.25	124.439
570.5	125.934
570.75	127.429
571	128.924
571.25	128.804
571.5	128.684
571.75	128.564
572	128.444
572.25	128.404
572.5	128.364
572.75	128.324
573	128.284
573.25	128.46525
573.5	128.6465
573.75	128.82775
574	129.009
574.25	129.19025
574.5	129.3715
574.75	129.55275
575	129.734
575.25	130.099
575.5	130.464
575.75	130.829
576	131.194
576.25	130.0215
576.5	128.849
576.75	127.6765
577	126.504
577.25	127.9165
577.5	129.329
577.75	130.7415
578	132.154
578.25	131.549
578.5	130.944
578.75	130.339
579	129.734
579.25	130.624
579.5	131.514
579.75	132.404
580	133.294
580.25	134.504
580.5	135.714
580.75	136.924
581	138.134
581.25	138.2165
581.5	138.299
581.75	138.3815
582	138.464
582.25	137.8165
582.5	137.169
582.75	136.5215
583	135.874
583.25	137.7315
583.5	139.589
583.75	141.4465
584	143.304
584.25	144.234
584.5	145.164
584.75	146.094
585	147.024
585.25	147.7515
585.5	148.479
585.75	149.2065
586	149.934
586.25	150.944
586.5	151.954
586.75	152.964
587	153.974
587.25	154.6615
587.5	155.349
587.75	156.0365
588	156.724
588.25	156.804
588.5	156.884
588.75	156.964
589	157.044
589.25	157.9315
589.5	158.819
589.75	159.7065
590	160.594
590.25	161.4015
590.5	162.209
590.75	163.0165
591	163.824
591.25	164.5515
591.5	165.279
591.75	166.0065
592	166.734
592.25	167.219
592.5	167.704
592.75	168.189
593	168.674
593.25	169.604
593.5	170.534
593.75	171.464
594	172.394
594.25	172.354
594.5	172.314
594.75	172.274
595	172.234
595.25	173.2015
595.5	174.169
595.75	175.1365
596	176.104
596.25	176.914
596.5	177.724
596.75	178.534
597	179.344
597.25	179.504
597.5	179.664
597.75	179.824
598	179.984
598.25	180.5915
598.5	181.199
598.75	181.8065
599	182.414
599.25	182.574
599.5	182.734
599.75	182.894
600	183.054
600.25	183.2565
600.5	183.459
600.75	183.6615
601	183.864
601.25	184.6515
601.5	185.439
601.75	186.2265
602	187.014
602.25	187.8015
602.5	188.589
602.75	189.3765
603	190.164
603.25	190.729
603.5	191.294
603.75	191.859
604	192.424
604.25	192.869
604.5	193.314
604.75	193.759
605	194.204
605.25	195.619
605.5	197.034
605.75	198.449
606	199.864
606.25	200.2265
606.5	200.589
606.75	200.9515
607	201.314
607.25	200.6265
607.5	199.939
607.75	199.2515
608	198.564
608.25	200.3415
608.5	202.119
608.75	203.8965
609	205.674
609.25	206.644
609.5	207.614
609.75	208.584
610	209.554
610.25	210.3615
610.5	211.169
610.75	211.9765
611	212.784
611.25	212.9465
611.5	213.109
611.75	213.2715
612	213.434
612.25	214.6065
612.5	215.779
612.75	216.9515
613	218.124
613.25	217.194
613.5	216.264
613.75	215.334
614	214.404
614.25	217.1515
614.5	219.899
614.75	222.6465
615	225.394
615.25	225.1915
615.5	224.989
615.75	224.7865
616	224.584
616.25	224.4615
616.5	224.339
616.75	224.2165
617	224.094
617.25	223.8115
617.5	223.529
617.75	223.2465
618	222.964
618.25	223.1265
618.5	223.289
618.75	223.4515
619	223.614
619.25	224.219
619.5	224.824
619.75	225.429
620	226.034
620.25	225.2665
620.5	224.499
620.75	223.7315
621	222.964
621.25	222.6415
621.5	222.319
621.75	221.9965
622	221.674
622.25	221.754
622.5	221.834
622.75	221.914
623	221.994
623.25	222.804
623.5	223.614
623.75	224.424
624	225.234
624.25	223.899
624.5	222.564
624.75	221.229
625	219.894
625.25	220.299
625.5	220.704
625.75	221.109
626	221.514
626.25	222.039
626.5	222.564
626.75	223.089
627	223.614
627.25	223.129
627.5	222.644
627.75	222.159
628	221.674
628.25	221.069
628.5	220.464
628.75	219.859
629	219.254
629.25	218.6465
629.5	218.039
629.75	217.4315
630	216.824
630.25	217.4715
630.5	218.119
630.75	218.7665
631	219.414
631.25	218.6065
631.5	217.799
631.75	216.9915
632	216.184
632.25	215.3765
632.5	214.569
632.75	213.7615
633	212.954
633.25	213.559
633.5	214.164
633.75	214.769
634	215.374
634.25	214.2415
634.5	213.109
634.75	211.9765
635	210.844
635.25	209.634
635.5	208.424
635.75	207.214
636	206.004
636.25	204.104
636.5	202.204
636.75	200.304
637	198.404
637.25	198.809
637.5	199.214
637.75	199.619
638	200.024
638.25	198.569
638.5	197.114
638.75	195.659
639	194.204
639.25	194.164
639.5	194.124
639.75	194.084
640	194.044
640.25	193.3565
640.5	192.669
640.75	191.9815
641	191.294
641.25	190.4865
641.5	189.679
641.75	188.8715
642	188.064
642.25	188.144
642.5	188.224
642.75	188.304
643	188.384
643.25	188.184
643.5	187.984
643.75	187.784
644	187.584
644.25	187.3015
644.5	187.019
644.75	186.7365
645	186.454
645.25	186.8965
645.5	187.339
645.75	187.7815
646	188.224
646.25	188.749
646.5	189.274
646.75	189.799
647	190.324
647.25	189.639
647.5	188.954
647.75	188.269
648	187.584
648.25	188.109
648.5	188.634
648.75	189.159
649	189.684
649.25	190.814
649.5	191.944
649.75	193.074
650	194.204
650.25	194.9715
650.5	195.739
650.75	196.5065
651	197.274
651.25	198.689
651.5	200.104
651.75	201.519
652	202.934
652.25	203.7015
652.5	204.469
652.75	205.2365
653	206.004
653.25	206.164
653.5	206.324
653.75	206.484
654	206.644
654.25	209.714
654.5	212.784
654.75	215.854
655	218.924
655.25	220.5015
655.5	222.079
655.75	223.6565
656	225.234
656.25	226.0815
656.5	226.929
656.75	227.7765
657	228.624
657.25	231.5315
657.5	234.439
657.75	237.3465
658	240.254
658.25	241.829
658.5	243.404
658.75	244.979
659	246.554
659.25	246.7565
659.5	246.959
659.75	247.1615
660	247.364
660.25	252.414
660.5	257.464
660.75	262.514
