Wavelength	Intensity
nm	arb. units
	500° C
550	89.21
550.25	93.8
550.5	98.39
550.75	102.98
551	107.57
551.25	109.29
551.5	111.01
551.75	112.73
552	114.45
552.25	113.4475
552.5	112.445
552.75	111.4425
553	110.44
553.25	109.58
553.5	108.72
553.75	107.86
554	107
554.25	110.7275
554.5	114.455
554.75	118.1825
555	121.91
555.25	116.7475
555.5	111.585
555.75	106.4225
556	101.26
556.25	103.985
556.5	106.71
556.75	109.435
557	112.16
557.25	111.0125
557.5	109.865
557.75	108.7175
558	107.57
558.25	106.995
558.5	106.42
558.75	105.845
559	105.27
559.25	104.555
559.5	103.84
559.75	103.125
560	102.41
560.25	105.565
560.5	108.72
560.75	111.875
561	115.03
561.25	114.1675
561.5	113.305
561.75	112.4425
562	111.58
562.25	109.1425
562.5	106.705
562.75	104.2675
563	101.83
563.25	106.85
563.5	111.87
563.75	116.89
564	121.91
564.25	115.7425
564.5	109.575
564.75	103.4075
565	97.24
565.25	100.6825
565.5	104.125
565.75	107.5675
566	111.01
566.25	111.1525
566.5	111.295
566.75	111.4375
567	111.58
567.25	106.13
567.5	100.68
567.75	95.23
568	89.78
568.25	94.2275
568.5	98.675
568.75	103.1225
569	107.57
569.25	108.7175
569.5	109.865
569.75	111.0125
570	112.16
570.25	108.2875
570.5	104.415
570.75	100.5425
571	96.67
571.25	99.2525
571.5	101.835
571.75	104.4175
572	107
572.25	110.7275
572.5	114.455
572.75	118.1825
573	121.91
573.25	121.98125
573.5	122.0525
573.75	122.12375
574	122.195
574.25	122.26625
574.5	122.3375
574.75	122.40875
575	122.48
575.25	120.4725
575.5	118.465
575.75	116.4575
576	114.45
576.25	117.32
576.5	120.19
576.75	123.06
577	125.93
577.25	126.215
577.5	126.5
577.75	126.785
578	127.07
578.25	124.06
578.5	121.05
578.75	118.04
579	115.03
579.25	120.1925
579.5	125.355
579.75	130.5175
580	135.68
580.25	136.6825
580.5	137.685
580.75	138.6875
581	139.69
581.25	135.82
581.5	131.95
581.75	128.08
582	124.21
582.25	131.5225
582.5	138.835
582.75	146.1475
583	153.46
583.25	151.8825
583.5	150.305
583.75	148.7275
584	147.15
584.25	150.305
584.5	153.46
584.75	156.615
585	159.77
585.25	161.3475
585.5	162.925
585.75	164.5025
586	166.08
586.25	164.36
586.5	162.64
586.75	160.92
587	159.2
587.25	161.495
587.5	163.79
587.75	166.085
588	168.38
588.25	172.395
588.5	176.41
588.75	180.425
589	184.44
589.25	184.44
589.5	184.44
589.75	184.44
590	184.44
590.25	187.4525
590.5	190.465
590.75	193.4775
591	196.49
591.25	194.9125
591.5	193.335
591.75	191.7575
592	190.18
592.25	189.4625
592.5	188.745
592.75	188.0275
593	187.31
593.25	189.605
593.5	191.9
593.75	194.195
594	196.49
594.25	201.365
594.5	206.24
594.75	211.115
595	215.99
595.25	212.835
595.5	209.68
595.75	206.525
596	203.37
596.25	206.955
596.5	210.54
596.75	214.125
597	217.71
597.25	220.435
597.5	223.16
597.75	225.885
598	228.61
598.25	223.16
598.5	217.71
598.75	212.26
599	206.81
599.25	212.26
599.5	217.71
599.75	223.16
600	228.61
600.25	233.2
600.5	237.79
600.75	242.38
601	246.97
601.25	244.9625
601.5	242.955
601.75	240.9475
602	238.94
602.25	236.9325
602.5	234.925
602.75	232.9175
603	230.91
603.25	232.4875
603.5	234.065
603.75	235.6425
604	237.22
604.25	240.23
604.5	243.24
604.75	246.25
605	249.26
605.25	246.68
605.5	244.1
605.75	241.52
606	238.94
606.25	244.5325
606.5	250.125
606.75	255.7175
607	261.31
607.25	263.8925
607.5	266.475
607.75	269.0575
608	271.64
608.25	268.34
608.5	265.04
608.75	261.74
609	258.44
609.25	263.1725
609.5	267.905
609.75	272.6375
610	277.37
610.25	278.6625
610.5	279.955
610.75	281.2475
611	282.54
611.25	281.105
611.5	279.67
611.75	278.235
612	276.8
612.25	278.8075
612.5	280.815
612.75	282.8225
613	284.83
613.25	288.415
613.5	292
613.75	295.585
614	299.17
614.25	294.725
614.5	290.28
614.75	285.835
615	281.39
615.25	287.5575
615.5	293.725
615.75	299.8925
616	306.06
616.25	300.7525
616.5	295.445
616.75	290.1375
617	284.83
617.25	286.5525
617.5	288.275
617.75	289.9975
618	291.72
618.25	290.8575
618.5	289.995
618.75	289.1325
619	288.27
619.25	290.4225
619.5	292.575
619.75	294.7275
620	296.88
620.25	289.565
620.5	282.25
620.75	274.935
621	267.62
621.25	273.3575
621.5	279.095
621.75	284.8325
622	290.57
622.25	292.5775
622.5	294.585
622.75	296.5925
623	298.6
623.25	297.74
623.5	296.88
623.75	296.02
624	295.16
624.25	295.4475
624.5	295.735
624.75	296.0225
625	296.31
625.25	291.72
625.5	287.13
625.75	282.54
626	277.95
626.25	281.8225
626.5	285.695
626.75	289.5675
627	293.44
627.25	292.865
627.5	292.29
627.75	291.715
628	291.14
628.25	288.845
628.5	286.55
628.75	284.255
629	281.96
629.25	277.945
629.5	273.93
629.75	269.915
630	265.9
630.25	269.2
630.5	272.5
630.75	275.8
631	279.1
631.25	277.88
631.5	276.66
631.75	275.44
632	274.22
632.25	273
632.5	271.78
632.75	270.56
633	269.34
633.25	265.325
633.5	261.31
633.75	257.295
634	253.28
634.25	253.8525
634.5	254.425
634.75	254.9975
635	255.57
635.25	255.57
635.5	255.57
635.75	255.57
636	255.57
636.25	251.985
636.5	248.4
636.75	244.815
637	241.23
637.25	244.815
637.5	248.4
637.75	251.985
638	255.57
638.25	250.265
638.5	244.96
638.75	239.655
639	234.35
639.25	230.335
639.5	226.32
639.75	222.305
640	218.29
640.25	221.1575
640.5	224.025
640.75	226.8925
641	229.76
641.25	228.1825
641.5	226.605
641.75	225.0275
642	223.45
642.25	220.5825
642.5	217.715
642.75	214.8475
643	211.98
643.25	214.99
643.5	218
643.75	221.01
644	224.02
644.25	225.1675
644.5	226.315
644.75	227.4625
645	228.61
645.25	219.4325
645.5	210.255
645.75	201.0775
646	191.9
646.25	198.64
646.5	205.38
646.75	212.12
647	218.86
647.25	219.4325
647.5	220.005
647.75	220.5775
648	221.15
648.25	224.02
648.5	226.89
648.75	229.76
649	232.63
649.25	232.9175
649.5	233.205
649.75	233.4925
650	233.78
650.25	237.22
650.5	240.66
650.75	244.1
651	247.54
651.25	242.3775
651.5	237.215
651.75	232.0525
652	226.89
652.25	236.2125
652.5	245.535
652.75	254.8575
653	264.18
653.25	264.3225
653.5	264.465
653.75	264.6075
654	264.75
654.25	266.7575
654.5	268.765
654.75	270.7725
655	272.78
655.25	279.3775
655.5	285.975
655.75	292.5725
656	299.17
656.25	302.6125
656.5	306.055
656.75	309.4975
657	312.94
657.25	313.2275
657.5	313.515
657.75	313.8025
658	314.09
658.25	320.1125
658.5	326.135
658.75	332.1575
659	338.18
659.25	339.3275
659.5	340.475
659.75	341.6225
660	342.77
660.25	342.6275
660.5	342.485
660.75	342.3425
661	342.2
661.25	348.7975
661.5	355.395
661.75	361.9925
662	368.59
662.25	370.1675
662.5	371.745
662.75	373.3225
663	374.9
663.25	376.4775
663.5	378.055
663.75	379.6325
664	381.21
664.25	381.9275
664.5	382.645
664.75	383.3625
665	384.08
665.25	390.245
665.5	396.41
665.75	402.575
666	408.74
666.25	405.155
666.5	401.57
666.75	397.985
667	394.4
667.25	399.2775
667.5	404.155
667.75	409.0325
668	413.91
668.25	417.7825
668.5	421.655
668.75	425.5275
669	429.4
669.25	429.255
669.5	429.11
669.75	428.965
670	428.82
670.25	424.6625
670.5	420.505
670.75	416.3475
671	412.19
671.25	420.5075
671.5	428.825
671.75	437.1425
672	445.46
672.25	441.015
672.5	436.57
672.75	432.125
673	427.68
673.25	426.8175
673.5	425.955
673.75	425.0925
674	424.23
674.25	430.11
674.5	435.99
674.75	441.87
675	447.75
675.25	446.89
675.5	446.03
675.75	445.17
676	444.31
676.25	436.71
676.5	429.11
676.75	421.51
677	413.91
677.25	418.355
677.5	422.8
677.75	427.245
678	431.69
678.25	432.265
678.5	432.84
678.75	433.415
679	433.99
679.25	431.695
679.5	429.4
679.75	427.105
680	424.81
680.25	420.9375
680.5	417.065
680.75	413.1925
681	409.32
681.25	407.7425
681.5	406.165
681.75	404.5875
682	403.01
682.25	398.2775
682.5	393.545
682.75	388.8125
683	384.08
683.25	388.095
683.5	392.11
683.75	396.125
684	400.14
684.25	392.97
684.5	385.8
684.75	378.63
685	371.46
685.25	366.5825
685.5	361.705
685.75	356.8275
686	351.95
686.25	355.965
686.5	359.98
686.75	363.995
687	368.01
687.25	368.155
687.5	368.3
687.75	368.445
688	368.59
688.25	359.41
688.5	350.23
688.75	341.05
689	331.87
689.25	336.46
689.5	341.05
689.75	345.64
690	350.23
690.25	347.3625
690.5	344.495
690.75	341.6275
691	338.76
691.25	336.1775
691.5	333.595
691.75	331.0125
692	328.43
692.25	331.155
692.5	333.88
692.75	336.605
693	339.33
693.25	334.5975
693.5	329.865
693.75	325.1325
694	320.4
694.25	317.675
694.5	314.95
694.75	312.225
695	309.5
695.25	311.14875
695.5	312.7975
695.75	314.44625
696	316.095
696.25	317.74375
696.5	319.3925
696.75	321.04125
697	322.69
697.25	323.8375
697.5	324.985
697.75	326.1325
698	327.28
698.25	324.8425
698.5	322.405
698.75	319.9675
699	317.53
699.25	322.2625
699.5	326.995
699.75	331.7275
700	336.46
700.25	330.725
700.5	324.99
700.75	319.255
701	313.52
701.25	312.6575
701.5	311.795
701.75	310.9325
702	310.07
702.25	316.095
702.5	322.12
702.75	328.145
703	334.17
703.25	325.85
703.5	317.53
703.75	309.21
704	300.89
704.25	303.0425
704.5	305.195
704.75	307.3475
705	309.5
705.25	313.23
705.5	316.96
705.75	320.69
706	324.42
706.25	321.4075
706.5	318.395
706.75	315.3825
707	312.37
707.25	311.795
707.5	311.22
707.75	310.645
708	310.07
708.25	310.215
708.5	310.36
708.75	310.505
709	310.65
709.25	312.5125
709.5	314.375
709.75	316.2375
710	318.1
710.25	314.3725
710.5	310.645
710.75	306.9175
711	303.19
711.25	302.0425
711.5	300.895
711.75	299.7475
712	298.6
712.25	293.0075
712.5	287.415
712.75	281.8225
713	276.23
713.25	279.0975
713.5	281.965
713.75	284.8325
714	287.7
714.25	289.7075
714.5	291.715
714.75	293.7225
715	295.73
715.25	291.715
715.5	287.7
715.75	283.685
716	279.67
716.25	277.805
716.5	275.94
716.75	274.075
717	272.21
717.25	273.3575
717.5	274.505
717.75	275.6525
718	276.8
718.25	272.355
718.5	267.91
718.75	263.465
719	259.02
719.25	261.0275
719.5	263.035
719.75	265.0425
720	267.05
720.25	268.0525
720.5	269.055
720.75	270.0575
721	271.06
721.25	269.0525
721.5	267.045
721.75	265.0375
722	263.03
722.25	262.0275
722.5	261.025
722.75	260.0225
723	259.02
723.25	265.6175
723.5	272.215
723.75	278.8125
724	285.41
724.25	279.385
724.5	273.36
724.75	267.335
725	261.31
725.25	262.0275
725.5	262.745
725.75	263.4625
726	264.18
726.25	271.78
726.5	279.38
726.75	286.98
727	294.58
727.25	289.9925
727.5	285.405
727.75	280.8175
728	276.23
728.25	280.1025
728.5	283.975
728.75	287.8475
729	291.72
729.25	300.4675
729.5	309.215
729.75	317.9625
730	326.71
730.25	323.125
730.5	319.54
730.75	315.955
731	312.37
731.25	308.785
731.5	305.2
731.75	301.615
732	298.03
732.25	303.765
732.5	309.5
732.75	315.235
733	320.97
733.25	327.1375
733.5	333.305
733.75	339.4725
734	345.64
734.25	348.6525
734.5	351.665
734.75	354.6775
735	357.69
735.25	358.98
735.5	360.27
735.75	361.56
736	362.85
736.25	374.755
736.5	386.66
736.75	398.565
737	410.47
737.25	417.21
737.5	423.95
737.75	430.69
738	437.43
738.25	442.1625
738.5	446.895
738.75	451.6275
739	456.36
739.25	465.1075
739.5	473.855
739.75	482.6025
740	491.35
740.25	495.365
740.5	499.38
740.75	503.395
741	507.41
741.25	516.16
741.5	524.91
741.75	533.66
742	542.41
742.25	555.3175
742.5	568.225
742.75	581.1325
743	594.04
743.25	600.0625
743.5	606.085
743.75	612.1075
744	618.13
744.25	622.4325
744.5	626.735
744.75	631.0375
745	635.34
745.25	649.1075
745.5	662.875
745.75	676.6425
746	690.41
746.25	699.7325
746.5	709.055
746.75	718.3775
747	727.7
747.25	738.8875
747.5	750.075
747.75	761.2625
748	772.45
748.25	786.3625
748.5	800.275
748.75	814.1875
749	828.1
749.25	834.41
749.5	840.72
749.75	847.03
750	853.34
750.25	862.66
750.5	871.98
750.75	881.3
751	890.62
751.25	904.675
751.5	918.73
751.75	932.785
752	946.84
752.25	952.865
752.5	958.89
752.75	964.915
753	970.94
753.25	981.9825
753.5	993.025
753.75	1004.0675
754	1015.11
754.25	1020.8475
754.5	1026.585
754.75	1032.3225
755	1038.06
755.25	1045.23
755.5	1052.4
755.75	1059.57
756	1066.74
756.25	1075.2025
756.5	1083.665
756.75	1092.1275
757	1100.59
757.25	1107.33
757.5	1114.07
757.75	1120.81
758	1127.55
758.25	1134.865
758.5	1142.18
758.75	1149.495
759	1156.81
759.25	1160.395
759.5	1163.98
759.75	1167.565
760	1171.15
760.25	1177.6025
760.5	1184.055
760.75	1190.5075
761	1196.96
