Wavelength	Intensity
nm	arb. units
	750° C
550	129.661
550.25	129.3135
550.5	128.966
550.75	128.6185
551	128.271
551.25	129.836
551.5	131.401
551.75	132.966
552	134.531
552.25	132.9085
552.5	131.286
552.75	129.6635
553	128.041
553.25	127.926
553.5	127.811
553.75	127.696
554	127.581
554.25	127.986
554.5	128.391
554.75	128.796
555	129.201
555.25	130.651
555.5	132.101
555.75	133.551
556	135.001
556.25	135.521
556.5	136.041
556.75	136.561
557	137.081
557.25	135.921
557.5	134.761
557.75	133.601
558	132.441
558.25	131.226
558.5	130.011
558.75	128.796
559	127.581
559.25	129.841
559.5	132.101
559.75	134.361
560	136.621
560.25	134.4185
560.5	132.216
560.75	130.0135
561	127.811
561.25	128.911
561.5	130.011
561.75	131.111
562	132.211
562.25	131.226
562.5	130.241
562.75	129.256
563	128.271
563.25	128.736
563.5	129.201
563.75	129.666
564	130.131
564.25	129.8985
564.5	129.666
564.75	129.4335
565	129.201
565.25	129.0835
565.5	128.966
565.75	128.8485
566	128.731
566.25	127.8035
566.5	126.876
566.75	125.9485
567	125.021
567.25	126.761
567.5	128.501
567.75	130.241
568	131.981
568.25	131.401
568.5	130.821
568.75	130.241
569	129.661
569.25	129.661
569.5	129.661
569.75	129.661
570	129.661
570.25	129.081
570.5	128.501
570.75	127.921
571	127.341
571.25	128.1535
571.5	128.966
571.75	129.7785
572	130.591
572.25	131.0535
572.5	131.516
572.75	131.9785
573	132.441
573.25	132.8185
573.5	133.196
573.75	133.5735
574	133.951
574.25	134.3285
574.5	134.706
574.75	135.0835
575	135.461
575.25	134.591
575.5	133.721
575.75	132.851
576	131.981
576.25	131.4585
576.5	130.936
576.75	130.4135
577	129.891
577.25	130.8185
577.5	131.746
577.75	132.6735
578	133.601
578.25	134.7035
578.5	135.806
578.75	136.9085
579	138.011
579.25	137.6635
579.5	137.316
579.75	136.9685
580	136.621
580.25	137.896
580.5	139.171
580.75	140.446
581	141.721
581.25	142.591
581.5	143.461
581.75	144.331
582	145.201
582.25	144.216
582.5	143.231
582.75	142.246
583	141.261
583.25	142.536
583.5	143.811
583.75	145.086
584	146.361
584.25	149.086
584.5	151.811
584.75	154.536
585	157.261
585.25	156.681
585.5	156.101
585.75	155.521
586	154.941
586.25	155.056
586.5	155.171
586.75	155.286
587	155.401
587.25	158.011
587.5	160.621
587.75	163.231
588	165.841
588.25	167.406
588.5	168.971
588.75	170.536
589	172.101
589.25	171.926
589.5	171.751
589.75	171.576
590	171.401
590.25	173.1985
590.5	174.996
590.75	176.7935
591	178.591
591.25	178.9985
591.5	179.406
591.75	179.8135
592	180.221
592.25	180.336
592.5	180.451
592.75	180.566
593	180.681
593.25	181.8985
593.5	183.116
593.75	184.3335
594	185.551
594.25	184.101
594.5	182.651
594.75	181.201
595	179.751
595.25	183.1135
595.5	186.476
595.75	189.8385
596	193.201
596.25	193.4335
596.5	193.666
596.75	193.8985
597	194.131
597.25	194.4785
597.5	194.826
597.75	195.1735
598	195.521
598.25	196.566
598.5	197.611
598.75	198.656
599	199.701
599.25	200.7435
599.5	201.786
599.75	202.8285
600	203.871
600.25	203.581
600.5	203.291
600.75	203.001
601	202.711
601.25	202.9135
601.5	203.116
601.75	203.3185
602	203.521
602.25	203.7235
602.5	203.926
602.75	204.1285
603	204.331
603.25	205.0285
603.5	205.726
603.75	206.4235
604	207.121
604.25	208.1635
604.5	209.206
604.75	210.2485
605	211.291
605.25	211.6385
605.5	211.986
605.75	212.3335
606	212.681
606.25	213.6085
606.5	214.536
606.75	215.4635
607	216.391
607.25	216.5085
607.5	216.626
607.75	216.7435
608	216.861
608.25	217.091
608.5	217.321
608.75	217.551
609	217.781
609.25	218.826
609.5	219.871
609.75	220.916
610	221.961
610.25	221.3235
610.5	220.686
610.75	220.0485
611	219.411
611.25	220.861
611.5	222.311
611.75	223.761
612	225.211
612.25	224.051
612.5	222.891
612.75	221.731
613	220.571
613.25	221.731
613.5	222.891
613.75	224.051
614	225.211
614.25	224.456
614.5	223.701
614.75	222.946
615	222.191
615.25	223.756
615.5	225.321
615.75	226.886
616	228.451
616.25	226.8285
616.5	225.206
616.75	223.5835
617	221.961
617.25	222.1935
617.5	222.426
617.75	222.6585
618	222.891
618.25	222.601
618.5	222.311
618.75	222.021
619	221.731
619.25	221.151
619.5	220.571
619.75	219.991
620	219.411
620.25	218.946
620.5	218.481
620.75	218.016
621	217.551
621.25	219.8135
621.5	222.076
621.75	224.3385
622	226.601
622.25	225.441
622.5	224.281
622.75	223.121
623	221.961
623.25	222.3085
623.5	222.656
623.75	223.0035
624	223.351
624.25	223.4085
624.5	223.466
624.75	223.5235
625	223.581
625.25	221.321
625.5	219.061
625.75	216.801
626	214.541
626.25	212.5685
626.5	210.596
626.75	208.6235
627	206.651
627.25	210.5935
627.5	214.536
627.75	218.4785
628	222.421
628.25	220.3935
628.5	218.366
628.75	216.3385
629	214.311
629.25	213.731
629.5	213.151
629.75	212.571
630	211.991
630.25	211.7585
630.5	211.526
630.75	211.2935
631	211.061
631.25	210.94475
631.5	210.8285
631.75	210.71225
632	210.596
632.25	210.47975
632.5	210.3635
632.75	210.24725
633	210.131
633.25	208.971
633.5	207.811
633.75	206.651
634	205.491
634.25	205.201
634.5	204.911
634.75	204.621
635	204.331
635.25	202.5935
635.5	200.856
635.75	199.1185
636	197.381
636.25	198.191
636.5	199.001
636.75	199.811
637	200.621
637.25	198.941
637.5	197.261
637.75	195.581
