Wavelength	Intensity
nm	arb. units
	600° C
552	116.118
552.25	112.8405
552.5	109.563
552.75	106.2855
553	103.008
553.25	104.8805
553.5	106.753
553.75	108.6255
554	110.498
554.25	113.118
554.5	115.738
554.75	118.358
555	120.978
555.25	118.358
555.5	115.738
555.75	113.118
556	110.498
556.25	111.528
556.5	112.558
556.75	113.588
557	114.618
557.25	115.648
557.5	116.678
557.75	117.708
558	118.738
558.25	116.023
558.5	113.308
558.75	110.593
559	107.878
559.25	111.0605
559.5	114.243
559.75	117.4255
560	120.608
560.25	122.1055
560.5	123.603
560.75	125.1005
561	126.598
561.25	124.258
561.5	121.918
561.75	119.578
562	117.238
562.25	115.4605
562.5	113.683
562.75	111.9055
563	110.128
563.25	111.5305
563.5	112.933
563.75	114.3355
564	115.738
564.25	113.6805
564.5	111.623
564.75	109.5655
565	107.508
565.25	108.443
565.5	109.378
565.75	110.313
566	111.248
566.25	113.308
566.5	115.368
566.75	117.428
567	119.488
567.25	118.5505
567.5	117.613
567.75	116.6755
568	115.738
568.25	116.393
568.5	117.048
568.75	117.703
569	118.358
569.25	117.9855
569.5	117.613
569.75	117.2405
570	116.868
570.25	117.428
570.5	117.988
570.75	118.548
571	119.108
571.25	119.108
571.5	119.108
571.75	119.108
572	119.108
572.25	121.168
572.5	123.228
572.75	125.288
573	127.348
573.25	126.5055
573.5	125.663
573.75	124.8205
574	123.978
574.25	123.1355
574.5	122.293
574.75	121.4505
575	120.608
575.25	121.543
575.5	122.478
575.75	123.413
576	124.348
576.25	125.5655
576.5	126.783
576.75	128.0005
577	129.218
577.25	130.248
577.5	131.278
577.75	132.308
578	133.338
578.25	135.4905
578.5	137.643
578.75	139.7955
579	141.948
579.25	142.7905
579.5	143.633
579.75	144.4755
580	145.318
580.25	149.4355
580.5	153.553
580.75	157.6705
581	161.788
581.25	161.133
581.5	160.478
581.75	159.823
582	159.168
582.25	158.3255
582.5	157.483
582.75	156.6405
583	155.798
583.25	160.2905
583.5	164.783
583.75	169.2755
584	173.768
584.25	174.0505
584.5	174.333
584.75	174.6155
585	174.898
585.25	177.9855
585.5	181.073
585.75	184.1605
586	187.248
586.25	189.2155
586.5	191.183
586.75	193.1505
587	195.118
587.25	197.1755
587.5	199.233
587.75	201.2905
588	203.348
588.25	205.313
588.5	207.278
588.75	209.243
589	211.208
589.25	214.4855
589.5	217.763
589.75	221.0405
590	224.318
590.25	223.7555
590.5	223.193
590.75	222.6305
591	222.068
591.25	226.0005
591.5	229.933
591.75	233.8655
592	237.798
592.25	237.423
592.5	237.048
592.75	236.673
593	236.298
593.25	238.8255
593.5	241.353
593.75	243.8805
594	246.408
594.25	245.9405
594.5	245.473
594.75	245.0055
595	244.538
595.25	247.438
595.5	250.338
595.75	253.238
596	256.138
596.25	257.448
596.5	258.758
596.75	260.068
597	261.378
597.25	262.6905
597.5	264.003
597.75	265.3155
598	266.628
598.25	265.9705
598.5	265.313
598.75	264.6555
599	263.998
599.25	266.9955
599.5	269.993
599.75	272.9905
600	275.988
600.25	273.648
600.5	271.308
600.75	268.968
601	266.628
601.25	267.00175
601.5	267.3755
601.75	267.74925
602	268.123
602.25	268.49675
602.5	268.8705
602.75	269.24425
603	269.618
603.25	273.363
603.5	277.108
603.75	280.853
604	284.598
604.25	282.258
604.5	279.918
604.75	277.578
605	275.238
605.25	279.3555
605.5	283.473
605.75	287.5905
606	291.708
606.25	287.778
606.5	283.848
606.75	279.918
607	275.988
607.25	280.1055
607.5	284.223
607.75	288.3405
608	292.458
608.25	290.493
608.5	288.528
608.75	286.563
609	284.598
609.25	285.533
609.5	286.468
609.75	287.403
610	288.338
610.25	288.8055
610.5	289.273
610.75	289.7405
611	290.208
611.25	288.8055
611.5	287.403
611.75	286.0005
612	284.598
612.25	284.0355
612.5	283.473
612.75	282.9105
613	282.348
613.25	282.9105
613.5	283.473
613.75	284.0355
614	284.598
614.25	280.6655
614.5	276.733
614.75	272.8005
615	268.868
615.25	270.0855
615.5	271.303
615.75	272.5205
616	273.738
616.25	272.708
616.5	271.678
616.75	270.648
617	269.618
617.25	270.8355
617.5	272.053
617.75	273.2705
618	274.488
618.25	270.183
618.5	265.878
618.75	261.573
619	257.268
619.25	260.918
619.5	264.568
619.75	268.218
620	271.868
620.25	269.9005
620.5	267.933
620.75	265.9655
621	263.998
621.25	264.2805
621.5	264.563
621.75	264.8455
622	265.128
622.25	262.8805
622.5	260.633
622.75	258.3855
623	256.138
623.25	259.228
623.5	262.318
623.75	265.408
624	268.498
624.25	267.373
624.5	266.248
624.75	265.123
625	263.998
625.25	263.6255
625.5	263.253
625.75	262.8805
626	262.508
626.25	262.9755
626.5	263.443
626.75	263.9105
627	264.378
627.25	262.693
627.5	261.008
627.75	259.323
628	257.638
628.25	258.013
628.5	258.388
628.75	258.763
629	259.138
629.25	258.6705
629.5	258.203
629.75	257.7355
630	257.268
630.25	257.828
630.5	258.388
630.75	258.948
631	259.508
631.25	258.94675
631.5	258.3855
631.75	257.82425
632	257.263
632.25	256.70175
632.5	256.1405
632.75	255.57925
633	255.018
633.25	255.393
633.5	255.768
633.75	256.143
634	256.518
634.25	257.828
634.5	259.138
634.75	260.448
635	261.758
635.25	263.6305
635.5	265.503
635.75	267.3755
636	269.248
636.25	266.0655
636.5	262.883
636.75	259.7005
637	256.518
637.25	256.2355
637.5	255.953
637.75	255.6705
638	255.388
638.25	257.6355
638.5	259.883
638.75	262.1305
639	264.378
639.25	265.688
639.5	266.998
639.75	268.308
640	269.618
640.25	270.0855
640.5	270.553
640.75	271.0205
641	271.488
641.25	271.3955
641.5	271.303
641.75	271.2105
642	271.118
642.25	273.6455
642.5	276.173
642.75	278.7005
643	281.228
643.25	287.0305
643.5	292.833
643.75	298.6355
644	304.438
644.25	308.463
644.5	312.488
644.75	316.513
645	320.538
645.25	324.0005
645.5	327.463
645.75	330.9255
646	334.388
646.25	338.9755
646.5	343.563
646.75	348.1505
647	352.738
647.25	361.2555
647.5	369.773
647.75	378.2905
648	386.808
648.25	394.108
648.5	401.408
648.75	408.708
649	416.008
649.25	424.993
649.5	433.978
649.75	442.963
650	451.948
650.25	461.308
650.5	470.668
650.75	480.028
651	489.388
651.25	499.9655
651.5	510.543
651.75	521.1205
652	531.698
652.25	544.708
652.5	557.718
652.75	570.728
653	583.738
653.25	597.9655
653.5	612.193
653.75	626.4205
654	640.648
654.25	655.718
654.5	670.788
654.75	685.858
655	700.928
655.25	714.968
655.5	729.008
655.75	743.048
656	757.088
656.25	777.493
656.5	797.898
656.75	818.303
657	838.708
657.25	851.718
657.5	864.728
657.75	877.738
658	890.748
658.25	909.468
658.5	928.188
658.75	946.908
659	965.628
659.25	980.978
659.5	996.328
659.75	1011.678
660	1027.028
660.25	1043.9705
660.5	1060.913
660.75	1077.8555
661	1094.798
661.25	1106.4955
661.5	1118.193
661.75	1129.8905
662	1141.588
662.25	1148.88925
662.5	1156.1905
662.75	1163.49175
663	1170.793
663.25	1178.09425
663.5	1185.3955
663.75	1192.69675
664	1199.998
664.25	1211.323
664.5	1222.648
664.75	1233.973
665	1245.298
665.25	1255.968
665.5	1266.638
665.75	1277.308
666	1287.978
666.25	1294.343
666.5	1300.708
666.75	1307.073
667	1313.438
667.25	1322.798
667.5	1332.158
667.75	1341.518
668	1350.878
668.25	1354.7155
668.5	1358.553
668.75	1362.3905
669	1366.228
669.25	1371.8455
669.5	1377.463
669.75	1383.0805
670	1388.698
670.25	1391.2255
670.5	1393.753
670.75	1396.2805
671	1398.808
671.25	1402.6455
671.5	1406.483
671.75	1410.3205
672	1414.158
672.25	1409.758
672.5	1405.358
672.75	1400.958
673	1396.558
673.25	1397.1205
673.5	1397.683
673.75	1398.2455
674	1398.808
674.25	1399.2755
674.5	1399.743
674.75	1400.2105
675	1400.678
675.25	1397.308
675.5	1393.938
675.75	1390.568
676	1387.198
676.25	1381.583
676.5	1375.968
676.75	1370.353
677	1364.738
677.25	1358.8405
677.5	1352.943
677.75	1347.0455
678	1341.148
678.25	1330.9455
678.5	1320.743
678.75	1310.5405
679	1300.338
679.25	1291.1655
679.5	1281.993
679.75	1272.8205
680	1263.648
680.25	1254.1005
680.5	1244.553
680.75	1235.0055
681	1225.458
681.25	1216.0055
681.5	1206.553
681.75	1197.1005
682	1187.648
682.25	1174.543
682.5	1161.438
682.75	1148.333
683	1135.228
683.25	1121.468
683.5	1107.708
683.75	1093.948
684	1080.188
684.25	1068.488
684.5	1056.788
684.75	1045.088
685	1033.388
685.25	1020.1905
685.5	1006.993
685.75	993.7955
686	980.598
686.25	966.558
686.5	952.518
686.75	938.478
687	924.438
687.25	912.9255
687.5	901.413
687.75	889.9005
688	878.388
688.25	866.5955
688.5	854.803
688.75	843.0105
689	831.218
689.25	820.548
689.5	809.878
689.75	799.208
690	788.538
690.25	778.7105
690.5	768.883
690.75	759.0555
691	749.228
691.25	740.523
691.5	731.818
691.75	723.113
692	714.408
692.25	705.7955
692.5	697.183
692.75	688.5705
693	679.958
693.25	673.593
693.5	667.228
693.75	660.863
694	654.498
694.25	646.7305
694.5	638.963
694.75	631.1955
695	623.428
695.25	621.13425
695.5	618.8405
695.75	616.54675
696	614.253
696.25	611.95925
696.5	609.6655
696.75	607.37175
697	605.078
697.25	604.423
697.5	603.768
697.75	603.113
698	602.458
698.25	596.6555
698.5	590.853
698.75	585.0505
699	579.248
699.25	576.533
699.5	573.818
699.75	571.103
700	568.388
700.25	566.6105
700.5	564.833
700.75	563.0555
701	561.278
701.25	558.0955
701.5	554.913
701.75	551.7305
702	548.548
702.25	548.0805
702.5	547.613
702.75	547.1455
703	546.678
703.25	543.4005
703.5	540.123
703.75	536.8455
704	533.568
704.25	527.953
704.5	522.338
704.75	516.723
705	511.108
705.25	511.2955
705.5	511.483
705.75	511.6705
706	511.858
706.25	510.6405
706.5	509.423
706.75	508.2055
707	506.988
707.25	504.1805
707.5	501.373
707.75	498.5655
708	495.758
