Wavelength	Intensity
nm	arb. units
	1000° C
553	164.3105
553.25	164.7105
553.5	165.1105
553.75	165.5105
554	165.9105
554.25	164.978
554.5	164.0455
554.75	163.113
555	162.1805
555.25	162.713
555.5	163.2455
555.75	163.778
556	164.3105
556.25	164.798
556.5	165.2855
556.75	165.773
557	166.2605
557.25	166.483
557.5	166.7055
557.75	166.928
558	167.1505
558.25	166.3505
558.5	165.5505
558.75	164.7505
559	163.9505
559.25	163.9505
559.5	163.9505
559.75	163.9505
560	163.9505
560.25	164.618
560.5	165.2855
560.75	165.953
561	166.6205
561.25	166.6205
561.5	166.6205
561.75	166.6205
562	166.6205
562.25	165.8205
562.5	165.0205
562.75	164.2205
563	163.4205
563.25	164.1305
563.5	164.8405
563.75	165.5505
564	166.2605
564.25	166.393
564.5	166.5255
564.75	166.658
565	166.7905
565.25	167.013
565.5	167.2355
565.75	167.458
566	167.6805
566.25	167.768
566.5	167.8555
566.75	167.943
567	168.0305
567.25	168.1205
567.5	168.2105
567.75	168.3005
568	168.3905
568.25	167.7255
568.5	167.0605
568.75	166.3955
569	165.7305
569.25	165.108
569.5	164.4855
569.75	163.863
570	163.2405
570.25	163.9505
570.5	164.6605
570.75	165.3705
571	166.0805
571.25	166.8805
571.5	167.6805
571.75	168.4805
572	169.2805
572.25	169.103
572.5	168.9255
572.75	168.748
573	168.5705
573.25	169.3905
573.5	170.2105
573.75	171.0305
574	171.8505
574.25	172.6705
574.5	173.4905
574.75	174.3105
575	175.1305
575.25	175.043
575.5	174.9555
575.75	174.868
576	174.7805
576.25	174.7355
576.5	174.6905
576.75	174.6455
577	174.6005
577.25	175.443
577.5	176.2855
577.75	177.128
578	177.9705
578.25	178.858
578.5	179.7455
578.75	180.633
579	181.5205
579.25	180.723
579.5	179.9255
579.75	179.128
580	178.3305
580.25	180.548
580.5	182.7655
580.75	184.983
581	187.2005
581.25	186.933
581.5	186.6655
581.75	186.398
582	186.1305
582.25	187.328
582.5	188.5255
582.75	189.723
583	190.9205
583.25	192.4305
583.5	193.9405
583.75	195.4505
584	196.9605
584.25	197.403
584.5	197.8455
584.75	198.288
585	198.7305
585.25	200.7255
585.5	202.7205
585.75	204.7155
586	206.7105
586.25	208.398
586.5	210.0855
586.75	211.773
587	213.4605
587.25	214.658
587.5	215.8555
587.75	217.053
588	218.2505
588.25	219.003
588.5	219.7555
588.75	220.508
589	221.2605
589.25	222.3255
589.5	223.3905
589.75	224.4555
590	225.5205
590.25	226.098
590.5	226.6755
590.75	227.253
591	227.8305
591.25	228.5405
591.5	229.2505
591.75	229.9605
592	230.6705
592.25	232.3555
592.5	234.0405
592.75	235.7255
593	237.4105
593.25	237.6755
593.5	237.9405
593.75	238.2055
594	238.4705
594.25	239.403
594.5	240.3355
594.75	241.268
595	242.2005
595.25	243.6205
595.5	245.0405
595.75	246.4605
596	247.8805
596.25	249.078
596.5	250.2755
596.75	251.473
597	252.6705
597.25	252.848
597.5	253.0255
597.75	253.203
598	253.3805
598.25	255.4655
598.5	257.5505
598.75	259.6355
599	261.7205
599.25	263.0505
599.5	264.3805
599.75	265.7105
600	267.0405
600.25	267.7505
600.5	268.4605
600.75	269.1705
601	269.8805
601.25	270.413
601.5	270.9455
601.75	271.478
602	272.0105
602.25	272.543
602.5	273.0755
602.75	273.608
603	274.1405
603.25	274.4955
603.5	274.8505
603.75	275.2055
604	275.5605
604.25	276.9355
604.5	278.3105
604.75	279.6855
605	281.0605
605.25	282.4355
605.5	283.8105
605.75	285.1855
606	286.5605
606.25	286.958
606.5	287.3555
606.75	287.753
607	288.1505
607.25	290.148
607.5	292.1455
607.75	294.143
608	296.1405
608.25	297.603
608.5	299.0655
608.75	300.528
609	301.9905
609.25	301.7255
609.5	301.4605
609.75	301.1955
610	300.9305
610.25	301.773
610.5	302.6155
610.75	303.458
611	304.3005
611.25	306.4305
611.5	308.5605
611.75	310.6905
612	312.8205
612.25	312.643
612.5	312.4655
612.75	312.288
613	312.1105
613.25	312.908
613.5	313.7055
613.75	314.503
614	315.3005
614.25	315.3005
614.5	315.3005
614.75	315.3005
615	315.3005
615.25	316.188
615.5	317.0755
615.75	317.963
616	318.8505
616.25	319.428
616.5	320.0055
616.75	320.583
617	321.1605
617.25	321.8255
617.5	322.4905
617.75	323.1555
618	323.8205
618.25	324.308
618.5	324.7955
618.75	325.283
619	325.7705
619.25	324.7505
619.5	323.7305
619.75	322.7105
620	321.6905
620.25	322.223
620.5	322.7555
620.75	323.288
621	323.8205
621.25	323.953
621.5	324.0855
621.75	324.218
622	324.3505
622.25	325.1055
622.5	325.8605
622.75	326.6155
623	327.3705
623.25	326.2155
623.5	325.0605
623.75	323.9055
624	322.7505
624.25	321.998
624.5	321.2455
624.75	320.493
625	319.7405
625.25	320.893
625.5	322.0455
625.75	323.198
626	324.3505
626.25	322.708
626.5	321.0655
626.75	319.423
627	317.7805
627.25	316.8505
627.5	315.9205
627.75	314.9905
628	314.0605
628.25	314.0155
628.5	313.9705
628.75	313.9255
629	313.8805
629.25	312.683
629.5	311.4855
629.75	310.288
630	309.0905
630.25	309.0455
630.5	309.0005
630.75	308.9555
631	308.9105
631.25	307.868
631.5	306.8255
631.75	305.783
632	304.7405
632.25	303.698
632.5	302.6555
632.75	301.613
633	300.5705
633.25	300.748
633.5	300.9255
633.75	301.103
634	301.2805
634.25	299.6855
634.5	298.0905
634.75	296.4955
635	294.9005
635.25	293.923
635.5	292.9455
635.75	291.968
636	290.9905
636.25	289.173
636.5	287.3555
636.75	285.538
637	283.7205
637.25	282.788
637.5	281.8555
637.75	280.923
638	279.9905
638.25	278.6155
638.5	277.2405
638.75	275.8655
639	274.4905
639.25	274.048
639.5	273.6055
639.75	273.163
640	272.7205
640.25	271.6555
640.5	270.5905
640.75	269.5255
641	268.4605
641.25	266.598
641.5	264.7355
641.75	262.873
642	261.0105
642.25	260.6555
642.5	260.3005
642.75	259.9455
643	259.5905
643.25	258.4805
643.5	257.3705
643.75	256.2605
644	255.1505
644.25	255.1505
644.5	255.1505
644.75	255.1505
645	255.1505
645.25	254.043
645.5	252.9355
645.75	251.828
646	250.7205
646.25	251.473
646.5	252.2255
646.75	252.978
647	253.7305
647.25	253.953
647.5	254.1755
647.75	254.398
648	254.6205
648.25	255.3755
648.5	256.1305
648.75	256.8855
649	257.6405
649.25	258.3055
649.5	258.9705
649.75	259.6355
650	260.3005
650.25	259.5005
650.5	258.7005
650.75	257.9005
651	257.1005
651.25	257.943
651.5	258.7855
651.75	259.628
652	260.4705
652.25	262.423
