Wavelength	Intensity
nm	arb. units
	950° C
555	130.184
555.25	130.7165
555.5	131.249
555.75	131.7815
556	132.314
556.25	132.8015
556.5	133.289
556.75	133.7765
557	134.264
557.25	134.4865
557.5	134.709
557.75	134.9315
558	135.154
558.25	134.354
558.5	133.554
558.75	132.754
559	131.954
559.25	131.954
559.5	131.954
559.75	131.954
560	131.954
560.25	132.6215
560.5	133.289
560.75	133.9565
561	134.624
561.25	134.624
561.5	134.624
561.75	134.624
562	134.624
562.25	133.824
562.5	133.024
562.75	132.224
563	131.424
563.25	132.134
563.5	132.844
563.75	133.554
564	134.264
564.25	134.3965
564.5	134.529
564.75	134.6615
565	134.794
565.25	135.0165
565.5	135.239
565.75	135.4615
566	135.684
566.25	135.7715
566.5	135.859
566.75	135.9465
567	136.034
567.25	136.124
567.5	136.214
567.75	136.304
568	136.394
568.25	135.729
568.5	135.064
568.75	134.399
569	133.734
569.25	133.1115
569.5	132.489
569.75	131.8665
570	131.244
570.25	131.954
570.5	132.664
570.75	133.374
571	134.084
571.25	134.884
571.5	135.684
571.75	136.484
572	137.284
572.25	137.1065
572.5	136.929
572.75	136.7515
573	136.574
573.25	137.394
573.5	138.214
573.75	139.034
574	139.854
574.25	140.674
574.5	141.494
574.75	142.314
575	143.134
575.25	143.0465
575.5	142.959
575.75	142.8715
576	142.784
576.25	142.739
576.5	142.694
576.75	142.649
577	142.604
577.25	143.4465
577.5	144.289
577.75	145.1315
578	145.974
578.25	146.8615
578.5	147.749
578.75	148.6365
579	149.524
579.25	148.7265
579.5	147.929
579.75	147.1315
580	146.334
580.25	148.5515
580.5	150.769
580.75	152.9865
581	155.204
581.25	154.9365
581.5	154.669
581.75	154.4015
582	154.134
582.25	155.3315
582.5	156.529
582.75	157.7265
583	158.924
583.25	160.434
583.5	161.944
583.75	163.454
584	164.964
584.25	165.4065
584.5	165.849
584.75	166.2915
585	166.734
585.25	168.729
585.5	170.724
585.75	172.719
586	174.714
586.25	176.4015
586.5	178.089
586.75	179.7765
587	181.464
587.25	182.6615
587.5	183.859
587.75	185.0565
588	186.254
588.25	187.0065
588.5	187.759
588.75	188.5115
589	189.264
589.25	190.329
589.5	191.394
589.75	192.459
590	193.524
590.25	194.1015
590.5	194.679
590.75	195.2565
591	195.834
591.25	196.544
591.5	197.254
591.75	197.964
592	198.674
592.25	200.359
592.5	202.044
592.75	203.729
593	205.414
593.25	205.679
593.5	205.944
593.75	206.209
594	206.474
594.25	207.4065
594.5	208.339
594.75	209.2715
595	210.204
595.25	211.624
595.5	213.044
595.75	214.464
596	215.884
596.25	217.0815
596.5	218.279
596.75	219.4765
597	220.674
597.25	220.8515
597.5	221.029
597.75	221.2065
598	221.384
598.25	223.469
598.5	225.554
598.75	227.639
599	229.724
599.25	231.054
599.5	232.384
599.75	233.714
600	235.044
600.25	235.754
600.5	236.464
600.75	237.174
601	237.884
601.25	238.4165
601.5	238.949
601.75	239.4815
602	240.014
602.25	240.5465
602.5	241.079
602.75	241.6115
603	242.144
603.25	242.499
603.5	242.854
603.75	243.209
604	243.564
604.25	244.939
604.5	246.314
604.75	247.689
605	249.064
605.25	250.439
605.5	251.814
605.75	253.189
606	254.564
606.25	254.9615
606.5	255.359
606.75	255.7565
607	256.154
607.25	258.1515
607.5	260.149
607.75	262.1465
608	264.144
608.25	265.6065
608.5	267.069
608.75	268.5315
609	269.994
609.25	269.729
609.5	269.464
609.75	269.199
610	268.934
610.25	269.7765
610.5	270.619
610.75	271.4615
611	272.304
611.25	274.434
611.5	276.564
611.75	278.694
612	280.824
612.25	280.6465
612.5	280.469
612.75	280.2915
613	280.114
613.25	280.9115
613.5	281.709
613.75	282.5065
614	283.304
614.25	283.304
614.5	283.304
614.75	283.304
615	283.304
615.25	284.1915
615.5	285.079
615.75	285.9665
616	286.854
616.25	287.4315
616.5	288.009
616.75	288.5865
617	289.164
617.25	289.829
617.5	290.494
617.75	291.159
618	291.824
618.25	292.3115
618.5	292.799
618.75	293.2865
