Wavelength,Amplitude
nm,mV
835,-9.216
836,-4.29
837,-3.969
838,-3.727
839,-3.324
840,6.328
841,-4.201
842,9.44
843,-4.036
844,-3.003
845,2.47
846,-6.485
847,-4.146
848,-1.534
849,-3.449
850,-6.473
851,-2.766
852,1.922
853,-5.169
854,-0.474
855,-7.387
856,0.121
857,13.519
858,13.206
859,4.535
860,6.146
861,-3.662
862,8.015
863,1.735
864,-5.036
865,-4.624
866,-7.894
867,-9.263
868,-2.07
869,-0.956
870,0.679
871,3.812
872,1.012
873,-11.05
874,2.952
875,-2.335
876,-3.007
877,-2.592
878,-4.03
879,-3.931
880,0.049
881,-0.995
882,-4.291
883,8.829
884,-5.439
885,3.28
886,3.378
887,3.503
888,-2.166
889,4.667
890,2.916
891,5.751
892,-8.12
893,-3.614
894,-7.098
895,-4.45
896,-12.461
897,2.429
898,-2.861
899,0.18
900,-6.357
901,1.353
902,-10.124
903,2.028
904,2.319
905,-6.747
906,-3.002
907,3.488
908,7.968
909,-2.18
910,1.692
911,-2.863
912,1.817
913,2.046
914,3.327
915,5.752
916,-2.8
917,-11.389
918,-1.526
919,-0.048
920,3.176
921,-0.46
922,-1.489
923,-1.159
924,-0.023
925,0.081
926,-6.126
927,1.055
928,-2.423
929,2.458
930,9.532
931,-0.153
932,1.508
933,-1.336
934,2.581
935,-0.607
936,2.077
937,-1.314
938,-9.651
939,-2.669
940,2.916
941,-7.065
942,-8.105
943,0.421
944,9.839
945,-4.623
946,4.247
947,4.281
948,-1.846
949,3.613
950,-0.911
951,-6.27
952,-2.702
953,-9.543
954,0.874
955,1.887
956,0.388
957,-1.197
958,8.228
959,-4.686
960,3.236
961,-1.314
962,8.071
963,5.701
964,-5.797
965,1.32
966,0.888
967,6.367
968,5.085
969,2.045
970,-3.49
971,3.418
972,0.391
973,1.207
974,8.078
975,3.196
976,2.695
977,6.545
978,11.853
979,-7.076
980,-0.527
981,5.05
982,0.011
983,1.484
984,-0.225
985,1.52
986,-3.832
987,4.127
988,-1.274
989,5.811
990,-2.825
991,-4.948
992,3.646
993,5.481
994,-5.562
995,-4.048
996,2.703
997,-5.554
998,-5.322
999,-1.416
1000,-0.02
1001,-2.574
1002,2.336
1003,-2.302
1004,7.526
1005,-5.088
1006,3.299
1007,4.419
1008,-2.231
1009,3.311
1010,-0.876
1011,3.683
1012,6.611
1013,-5.379
1014,0.2
1015,2.777
1016,-9.668
1017,1.24
1018,-2.428
1019,1.043
1020,-10.154
1021,1.821
1022,-2.633
1023,7.653
1024,7.323
1025,-4.204
1026,4.102
1027,-2.552
1028,-2.135
1029,9.607
1030,-3.166
1031,5.86
1032,0.429
1033,4.558
1034,0.247
1035,-0.66
1036,7.708
1037,-4.584
1038,2.519
1039,0.543
1040,9.263
1041,-2.522
1042,6.316
1043,-0.914
1044,5.797
1045,4.127
1046,6.212
1047,8.933
1048,8.161
1049,7.471
1050,10.164
1051,8.775
1052,9.313
1053,8.064
1054,11.838
1055,10.276
1056,10.78
1057,22.388
1058,21.564
1059,13.549
1060,24.443
1061,24.373
1062,18.998
1063,26.01
1064,17.46
1065,34.611
1066,35.418
1067,47.449
1068,38.709
1069,36.009
1070,37.816
1071,35.323
1072,54.718
1073,44.941
1074,52.766
1075,54.924
1076,63.831
1077,72.605
1078,74.172
1079,84.919
1080,89.81
1081,92.513
1082,94.352
1083,95.632
1084,112.443
1085,108.855
1086,128.433
1087,140.214
1088,147.15
1089,146.631
1090,158.316
1091,158.675
1092,177.093
1093,187.482
1094,198.299
1095,200.929
1096,214.106
1097,228.51
1098,246.834
1099,255.413
1100,271.709
1101,277.805
1102,290.289
1103,309.044
1104,314.562
1105,328.639
1106,335.492
1107,352.421
