Wavelength,Amplitude
nm,mV
835,1.484
836,3.405
837,-1.122
838,1.59
839,-8.158
840,-8.739
841,-0.72
842,6.272
843,-0.288
844,9.071
845,-3.472
846,2.023
847,5.69
848,-1.533
849,-5.81
850,-0.06
851,12.383
852,4.147
853,-1.047
854,-0.218
855,2.593
856,2.621
857,-0.362
858,5.561
859,-2.142
860,1.049
861,-6.171
862,-12.035
863,-0.004
864,-6.748
865,-0.201
866,-3.692
867,17.659
868,-6.176
869,1.73
870,6.012
871,4.201
872,4.386
873,7.886
874,3.393
875,-3.659
876,3.531
877,-2.157
878,-0.143
879,-1.222
880,2.045
881,-0.516
882,-1.04
883,-4.918
884,-3.552
885,3.883
886,1.264
887,-4.585
888,4.623
889,0.994
890,5.349
891,-3.985
892,1.736
893,4.862
894,2.463
895,13.94
896,3.681
897,2.379
898,-2.366
899,-3.897
900,-5.435
901,5.3
902,7.381
903,-2.666
904,-2.201
905,9.087
906,-7.127
907,0.979
908,-7.661
909,-3.587
910,-2.778
911,11.359
912,-0.419
913,-5.05
914,-1.268
915,3.489
916,-5.12
917,14.974
918,2.816
919,8.8
920,2.277
921,6.278
922,-4.954
923,-15.219
924,-5.556
925,5.739
926,1.714
927,-2.54
928,0.555
929,-4.104
930,7.295
931,-2.307
932,-1.832
933,-5.012
934,4.991
935,3.874
936,-2.967
937,1.787
938,8.504
939,-0.643
940,-5.628
941,5.908
942,3.731
943,1.369
944,12.61
945,6.361
946,8.859
947,-2.492
948,6.229
949,3.245
950,-3.303
951,3.544
952,3.536
953,-3.24
954,-1.584
955,-3.981
956,-2.538
957,-4.764
958,-4.885
959,-0.77
960,-3.889
961,2.087
962,1.322
963,11.692
964,-4.011
965,9.209
966,-12.503
967,2.329
968,-0.523
969,11.418
970,-3.216
971,4.074
972,-0.642
973,-3.305
974,2.312
975,-2.439
976,-6.161
977,4.234
978,-0.666
979,8.918
980,3.309
981,2.033
982,-10.344
983,3.04
984,-2.746
985,-1.007
986,-1.305
987,1.199
988,-1.847
989,5.767
990,-5.495
991,-3.36
992,-0.593
993,4.89
994,-5.639
995,-0.398
996,-3.467
997,3.311
998,2.075
999,5.591
1000,-1.259
1001,6.766
1002,0.43
1003,7.8
1004,8.879
1005,-0.992
1006,0.762
1007,-1.621
1008,8.334
1009,-2.112
1010,-5.766
1011,-0.208
1012,-1.102
1013,2.963
1014,11.493
1015,-2.894
1016,3.895
1017,4.556
1018,9.52
1019,11.185
1020,0.13
1021,5.69
1022,9.147
1023,12.911
1024,24.297
1025,2.921
1026,14.28
1027,18.341
1028,16.302
1029,16.581
1030,9.665
1031,19.451
1032,21.228
1033,26.467
1034,22.722
1035,24.487
1036,40.62
1037,40.813
1038,40.423
1039,41.921
1040,46.322
1041,49.203
1042,57.598
1043,60.286
1044,63.051
1045,78.723
1046,81.572
1047,82.003
1048,81.836
1049,87.507
1050,102.284
1051,101.624
1052,106.57
1053,122.862
1054,130.432
1055,135.053
1056,147.995
1057,155.976
1058,157.621
1059,176.294
1060,187.874
1061,196.761
1062,206.842
1063,220.908
1064,235.464
1065,242.531
1066,257.044
1067,269.337
1068,285.527
1069,291.92
1070,318.158
1071,326.627
1072,350.503
1073,358.845
1074,380.201
1075,387.2
1076,404.264
1077,430.06
1078,440.096
1079,453.034
1080,466.565
1081,491.228
1082,510.638
1083,513.05
1084,543.578
1085,554.857
1086,572.859
1087,596.173
1088,599.354
1089,616.809
1090,641.207
1091,648.62
1092,666.458
1093,683.277
1094,703.872
1095,709.708
1096,730.369
1097,739.888
1098,744.895
1099,754.423
1100,777.316
1101,777.31
1102,793.553
1103,796.886
1104,801.758
1105,819.008
1106,810.498
1107,826.113
1108,823.892
1109,832.265
1110,833.005
1111,828.971
1112,834.197
1113,843.119
1114,834.982
1115,832.219
1116,823.209
1117,822.849
1118,817.364
1119,810.282
1120,807.81
1121,798.746
1122,795.399
1123,778.405
1124,764.503
1125,759.409
1126,737.391
1127,733.957
1128,722.472
1129,706.835
1130,694.403
1131,681.399
1132,659.214
1133,646.553
1134,643.074
1135,631.254
1136,609.776
1137,586.659
1138,571.893
1139,542.069
1140,532.623
1141,524.807
1142,504.882
1143,489.465
1144,467.081
1145,456.814
1146,442.492
1147,414.055
1148,410.015
1149,391.375
1150,367.098
1151,350.23
1152,336.165
1153,327.756
