Wavelength,Amplitude
nm,mV
835,2.406
836,-5.717
837,6.53
838,-8.223
839,0.794
840,-9.049
841,6.663
842,4.172
843,9.327
844,6.668
845,3.287
846,9.128
847,11.064
848,3.151
849,7.101
850,11.806
851,15.987
852,15.093
853,19.499
854,9.076
855,15.715
856,5.919
857,17.982
858,16.675
859,22.693
860,28.321
861,30.834
862,27.161
863,45.343
864,48.643
865,49.447
866,59.057
867,62.025
868,74.977
869,83.564
870,91.462
871,91.197
872,106.753
873,119.847
874,129.716
875,152.166
876,161.82
877,183.815
878,184.336
879,205.467
880,226.01
881,254.115
882,269.407
883,296.237
884,318.45
885,345.721
886,361.067
887,398.241
888,426.144
889,445.249
890,467.746
891,500.538
892,526.697
893,556.678
894,586.138
895,607.886
896,646.264
897,668.48
898,703.951
899,730.846
900,749.799
901,785.299
902,811.609
903,837.21
904,846.228
905,878.836
906,900.769
907,926.598
908,936.87
909,949.731
910,967.419
911,981.131
912,979.179
913,995.891
914,989.011
915,989.959
916,995.67
917,996.769
918,982.351
919,975.189
920,968.893
921,958.649
922,941.754
923,926.001
924,902.534
925,878.328
926,864.892
927,840.838
928,819.13
929,790.617
930,769.121
931,723.318
932,700.738
933,684.115
934,651.506
935,624.233
936,590.039
937,567.998
938,527.255
939,510.882
940,470.879
941,451.004
942,417.589
943,402.302
944,376.481
945,346.26
946,312.8
947,296.166
948,268.556
949,257.183
950,236.041
951,214.708
952,194.655
953,176.767
954,157.476
955,145.977
956,143.441
957,118.077
958,112.345
959,102.506
960,93.285
961,80.538
962,77.303
963,65.353
964,61.932
965,52.18
966,42.823
967,40.556
968,30.694
969,40.897
970,19.342
971,20.914
972,18.236
973,17.099
974,19.602
975,15.314
976,6.896
977,8.67
978,13.551
979,4.467
980,11.54
981,5.241
982,-7.995
983,7.225
984,11.809
985,1.014
986,7.036
987,4.84
988,1.937
989,-5.795
990,-10.737
991,0.572
992,5.888
993,-2.451
994,-5.809
995,0.991
996,-2.006
997,0.056
998,-0.972
999,-0.621
1000,-0.079
1001,-2.205
1002,2.343
1003,-8.985
1004,-3.307
1005,-0.153
1006,-3.671
1007,-6.69
1008,-4.24
1009,2.212
1010,-0.317
1011,5.858
1012,2.78
1013,-3.712
1014,-4.946
1015,-5.555
1016,-4.036
1017,9.861
1018,3.301
1019,-0.157
1020,7.575
1021,-2.211
1022,2.362
1023,-1.737
1024,5.433
1025,3.512
1026,0.989
1027,0.932
1028,2.398
1029,10.009
1030,2.897
1031,4.602
1032,6.414
1033,-4.923
1034,2.199
1035,4.976
1036,2.667
1037,0.452
1038,-1.648
1039,0.521
1040,-2.398
1041,3.928
1042,0.136
1043,0.579
1044,8.335
1045,-10.286
1046,-5.975
1047,2.094
1048,6.065
1049,2.946
1050,1.058
1051,1.069
1052,1.826
1053,3.018
1054,-0.214
1055,7.414
1056,3.296
1057,0.379
1058,3.989
1059,-2.703
1060,-4.618
1061,-1.804
1062,-2.383
1063,4.84
1064,6.269
1065,1.984
1066,5.301
1067,3.574
1068,0.778
1069,0.2
1070,9.768
1071,-2.373
1072,-0.972
1073,2.613
1074,-3.234
1075,3.059
1076,12.383
1077,-2.192
1078,1.468
1079,1.309
1080,-8.644
1081,-9.426
1082,1.04
1083,0.947
1084,2.622
1085,3.768
1086,3.892
1087,-1.223
1088,-6.115
1089,7.43
1090,2.477
1091,-8.152
1092,3.987
1093,2.659
1094,1.68
1095,-6.319
1096,0.993
1097,0.942
1098,-11.539
1099,-3.718
1100,7.663
1101,3.692
1102,6.912
1103,-6.601
1104,3.268
1105,-6.812
1106,-1.427
1107,2.012
1108,-11.774
1109,1.4
1110,-0.63
1111,2.748
1112,-0.402
1113,-7.056
1114,-0.315
1115,0.453
1116,4.212
1117,4.3
1118,-3.674
1119,-1.189
1120,-1.766
1121,13.819
1122,-1.686
1123,0.591
1124,3.756
1125,4.921
1126,-7.577
1127,4.015
1128,-0.593
1129,-4.633
1130,-1.321
1131,-4.585
1132,2.569
1133,-0.477
1134,-11.248
1135,-0.875
1136,3.509
1137,-0.317
1138,-13.129
1139,-0.853
1140,4.754
1141,-0.77
1142,-6.718
1143,-8.8
1144,-0.191
1145,0.607
1146,4.315
1147,-1.812
1148,2.936
1149,2.957
1150,-3.578
1151,2.713
1152,0.469
1153,2.852
1154,4.201
1155,-6.282
1156,1.624
1157,-0.656
1158,-6.856
1159,-7.019
1160,-0.758
1161,3.157
1162,4.732
1163,3.492
1164,-4.976
1165,1.959
1166,-0.044
1167,-4.14
1168,-4.99
1169,2.601
1170,8.105
1171,-5.879
1172,-4.159
1173,-2.552
1174,-6.317
1175,-5.646
1176,-2.447
1177,-7.801
1178,0.774
1179,0.99
1180,4.377
1181,-7.553
1182,2.921
1183,-4.258
1184,-7.22
1185,0.024
1186,0.873
1187,1.583
1188,-4.789
1189,-4.655
1190,-0.635
1191,-6.01
1192,-0.682
1193,3.151
1194,-4.488
1195,1.831
1196,0.052
1197,-5.647
1198,-3.608
1199,1.822
1200,7.355
1201,8.181
1202,1.851
1203,-9.495
1204,-7.01
1205,-8.606
1206,-1.826
1207,0.325
1208,-0.538
1209,3.376
1210,3.925
1211,-12.521
1212,-5.587
1213,2.021
1214,1.993
1215,1.565
1216,-1.979
1217,4.58
1218,0.606
1219,-3.501
1220,-4.045
1221,-6.022
1222,3.952
1223,-4.121
1224,-4.303
1225,-0.359
1226,1.192
1227,5.238
1228,9.057
1229,-2.519
1230,-0.549
1231,0.338
1232,4.118
1233,-10.386
1234,-5.485
1235,-5.233
1236,-8.822
1237,-3.589
1238,3.261
1239,-0.304
1240,-2.616
1241,0.993
1242,8.318
1243,-8.28
1244,-1.629
1245,3.601
1246,-6.83
1247,0.693
1248,-1.687
1249,0.576
1250,10.04
1251,4.931
1252,0.068
1253,-5.22
1254,0.068
1255,2.248
1256,1.094
1257,4.252
1258,-4.338
1259,2.49
1260,3.225
1261,4.712
1262,-4.916
1263,-2.574
1264,5.731
1265,-9.349
1266,-4.564
1267,10.795
1268,-3.374
1269,-3.194
1270,-5.206
1271,-0.329
1272,-1.264
1273,-1.173
1274,9.019
1275,-6.304
1276,-2.682
1277,0.194
1278,5.768
1279,-4.588
1280,-4.462
1281,2.107
1282,-6.825
1283,-1.998
1284,11.076
1285,-1.803
1286,2.872
1287,0.881
1288,5.29
1289,1.77
1290,-1.601
1291,-4.855
1292,-10.041
1293,1.659
1294,-6.784
1295,-6.321
1296,10.045
1297,-1.741
1298,-2.288
1299,0.195
1300,-3.028
1301,4.53
1302,-5.007
1303,-1.27
1304,-0.254
1305,0.324
1306,3.415
1307,2.811
1308,0.302
1309,-1.412
1310,1.555
1311,-2.547
1312,-5.485
1313,3.502
1314,-0.489
1315,3.145
1316,-9.636
1317,-7.874
1318,-9.371
1319,-1.973
1320,-3.239
1321,-2.315
1322,-8.554
