Wavelength,Amplitude
nm,mV
835,0.605
836,-7.632
837,-7.036
838,-2.067
839,2.044
840,-0.762
841,-0.364
842,4.352
843,-6.142
844,9.098
845,1.261
846,7.649
847,1.847
848,-5.732
849,-6.049
850,-11.354
851,-3.173
852,-7.597
853,-4.154
854,1.715
855,-1.932
856,7.218
857,2.293
858,3.991
859,5.061
860,-0.586
861,-7.345
862,-4.059
863,-3.902
864,7.623
865,6.047
866,3.622
867,3.964
868,-4.046
869,-0.751
870,-6.523
871,-3.333
872,8.913
873,10.949
874,6.37
875,2.394
876,3.016
877,-1.389
878,10.902
879,0.23
880,8.761
881,9.904
882,5.825
883,27.675
884,17.113
885,11.186
886,27.141
887,21.501
888,34.164
889,28.168
890,30.602
891,39.599
892,49.871
893,40.095
894,60.865
895,64.995
896,68.807
897,75.043
898,90.25
899,95.57
900,100.971
901,122.779
902,130.061
903,129.9
904,147.057
905,167.671
906,168.162
907,194.403
908,216.424
909,233.885
910,249.483
911,272.639
912,284.4
913,313.64
914,337.599
915,361.148
916,377.741
917,396.139
918,429.567
919,451.016
920,486.704
921,500.158
922,533.992
923,567.754
924,588.849
925,614.419
926,645.264
927,672.697
928,692.883
929,727.563
930,748.474
931,778.974
932,798.831
933,821.343
934,843.091
935,859.131
936,885.627
937,895.061
938,918.692
939,933.012
940,950.672
941,952.988
942,958.964
943,966.603
944,979.046
945,979.034
946,986.729
947,985.229
948,977.979
949,973.741
950,962.262
951,948.811
952,950.26
953,930.116
954,916.507
955,901.294
956,875.716
957,855.84
958,839.97
959,819.939
960,794.837
961,765.942
962,740.916
963,711.996
964,682.997
965,656.575
966,636.113
967,618.062
968,590.894
969,561.553
970,531.1
971,500.631
972,470.679
973,454.167
974,418.828
975,400.094
976,376.874
977,353.746
978,325.923
979,304.969
980,282.101
981,254.626
982,239.471
983,226.198
984,214.719
985,192.358
986,172.911
987,173.207
988,150.98
989,136.477
990,127.055
991,106.669
992,103.751
993,95.919
994,86.447
995,81.626
996,68.822
997,56.085
998,53.529
999,34.477
1000,47.944
1001,39.348
1002,26.384
1003,20.406
1004,24.847
1005,32.352
1006,21.849
1007,18.529
1008,23.463
1009,11.325
1010,10.74
1011,17.83
1012,13.475
1013,6.65
1014,0.864
1015,3.751
1016,8.74
1017,20.981
1018,1.436
1019,2.336
1020,-0.154
1021,2.961
1022,4.45
1023,-3.864
1024,7.2
1025,-4.17
1026,-3.715
1027,-4.255
1028,1.747
1029,2.136
1030,4.532
1031,6.864
1032,-3.282
1033,8.838
1034,3.952
1035,-5.511
1036,1.186
1037,-4.578
1038,0.679
1039,-1.438
1040,-2.331
1041,-5.075
1042,0.257
1043,-0.518
1044,10.06
1045,0.836
1046,-4.641
1047,-4.751
1048,6.915
1049,-6.495
1050,0.627
1051,0.016
1052,-1.57
1053,2.047
1054,4.307
1055,-4.546
1056,1.589
1057,1.588
1058,-2.661
1059,-6.256
1060,-6.049
1061,-4.654
1062,2.193
1063,-0.175
1064,7.981
1065,-1.673
1066,1.054
1067,2.782
1068,5.092
1069,3.415
1070,4.197
1071,-1.769
1072,-9.421
1073,4.48
1074,1.075
1075,-4.11
1076,-3.514
1077,1.714
1078,0.693
1079,2.492
1080,0.019
1081,-0.452
1082,-1.555
1083,-2.16
1084,3.453
1085,-2.092
1086,-1.617
1087,-8.889
1088,-3.737
1089,-3.553
1090,-2.245
1091,-3.83
1092,-6.954
1093,0.76
1094,-1.821
1095,-8.707
1096,-2.474
1097,-8.604
1098,1.815
1099,1.176
1100,3.508
1101,-9.155
1102,-2.912
1103,-3.745
1104,-1.94
1105,2.381
1106,-3.228
1107,1.862
1108,4.29
1109,-0.305
1110,0.097
1111,0.818
1112,8.075
1113,-2.562
1114,-4.472
1115,-1.153
1116,-3.9
1117,2.878
1118,-4.676
1119,4.472
1120,0.926
1121,-0.927
1122,3.97
1123,-1.304
1124,4.503
1125,0.838
1126,4.68
1127,3.045
1128,1.781
1129,-3.573
1130,5.414
1131,1.02
1132,5.168
1133,1.972
1134,-2.734
1135,-2.967
1136,0.038
1137,2.214
1138,0.403
1139,-0.369
1140,-2.917
1141,5.876
1142,-3.295
1143,8.516
1144,-0.751
1145,-7.689
1146,9.464
1147,-0.586
1148,12.794
1149,0.327
1150,0.121
1151,0.218
1152,-3.906
1153,-1.469
1154,1.023
1155,1.043
1156,6.206
1157,0.572
1158,-3.654
1159,1.488
1160,-0.311
1161,6.909
1162,3.811
1163,-4.648
1164,0.148
1165,12.07
1166,1.815
1167,-2.728
1168,6.258
1169,4.043
1170,-5.741
1171,-0.739
1172,0.526
1173,-6.598
1174,-3.66
1175,-4.061
1176,-1.119
1177,-1.575
1178,4.368
1179,3.089
1180,8.278
1181,4.076
1182,5.147
1183,0.109
1184,-3.762
1185,6.059
1186,-2.416
1187,0.424
1188,2.412
1189,2.576
1190,0.521
1191,-6.169
1192,1.236
1193,-1.276
1194,-0.741
1195,0.071
1196,2.162
1197,0.205
1198,-1.196
1199,-6.078
1200,3.237
1201,4.664
1202,0.859
1203,4.978
1204,-0.108
1205,-2.139
1206,-7.404
1207,0.508
1208,-3.553
1209,-9.5
1210,0.539
1211,3.972
1212,-2.672
1213,0.706
1214,-0.737
1215,-1.557
1216,-3.383
1217,-2.364
1218,-7.371
1219,-1.765
1220,-0.337
1221,6.276
