Time	Intensity
1	3.60574041736857
2	-6.50783080901835
3	4.37424775385371
4	0.0335048739542096
5	1.18408548604309
6	-2.64211692930788
7	1.52196093256972
8	0.321122988747433
9	1.69573581734754
10	4.14120880802713
11	0.609829404008464
12	0.73502986900699
13	0.314728178521116
14	1.10889200193276
15	-3.27067602648599
16	-2.12366519274428
17	-1.91295336252138
18	2.59679407537097
19	-1.58710265691846
20	0.80750154054513
21	3.92878339898793
22	-0.360815958798735
23	-2.71473726847848
24	0.93071166890389
25	-0.987334295595045
26	1.37148664590884
27	5.15036142637167
28	0.0760106296610032
29	-0.011485403509031
30	-0.997609018565641
31	-0.49860642634697
32	-0.148686754210517
33	-0.175652035326649
34	3.11862732418698
35	-1.85387833769609
36	-0.983877590279403
37	-1.09086306677031
38	-2.8723026761402
39	1.86851605279303
40	-2.52178673877569
41	-4.88475583955725
42	4.98885133931472
43	0.038647337706409
44	-0.33915211037837
45	1.90150062523663
46	0.433507778619665
47	-0.209893193897343
48	-2.20696218713675
49	-1.69368692004932
50	4.93138776578606
51	-1.19882630124824
52	3.91133716026048
53	4.90980243395438
54	-0.0739712186566168
55	4.91170161544357
56	2.94415184060978
57	9.72669578671436
58	10.3749950504428
59	23.0685917593951
60	26.1020248633755
61	40.9072135804241
62	48.2906977327377
63	66.0462568650788
64	82.2061276232299
65	96.0960295253605
66	114.832053190745
67	130.188517645494
68	151.036595796234
69	163.026589658523
70	171.087463632581
71	187.453976529311
72	190.902020713379
73	193.193825981926
74	203.261236833897
75	203.696376740386
76	198.504780464877
77	192.160775300071
78	196.9527826319
79	187.013080944143
80	180.58809869249
81	171.211511235751
82	162.572298448953
83	156.09228842671
84	146.212815633379
85	139.916963678833
86	128.155726716999
87	116.649860063324
88	111.686605464498
89	106.534261661695
90	98.8794295915087
91	91.2709560753365
92	82.4199904795423
93	76.4048271087371
94	67.9920257028959
95	65.1125017525638
96	66.1634355106004
97	57.2384321100936
98	49.604972183124
99	39.8807052440044
100	39.4188346259845
101	38.4029095948479
102	32.593124482649
103	32.0726180001959
104	27.0624638714782
105	22.3202932154795
106	26.2747739477015
107	21.8624092865631
108	17.8762944082121
109	15.2863076616341
110	22.1357214396224
111	10.4369245319686
112	15.7218109796038
113	13.4330807369408
114	16.2650631141715
115	21.6506776543862
116	27.9828259687712
117	35.8432416263381
118	58.4097643586375
119	77.9702798306825
120	105.108215498395
121	131.327870724635
122	160.935202766601
123	177.455344068062
124	202.72104101445
125	217.789845569048
126	237.017089225001
127	240.433540101178
128	244.525120572514
129	243.071715322829
130	238.078034177218
131	227.554587932515
132	205.987903638259
133	193.941824469393
134	187.711133076628
135	166.66984929629
136	155.599115067061
137	147.668131737727
138	128.605538626801
139	120.441221026467
140	107.195456129541
141	87.1747836411789
142	79.1157826926445
143	76.3794792147027
144	65.7238799166946
145	58.1282942761507
146	50.4311737918811
147	47.2941281645528
148	42.1626877229417
149	32.5763182070769
150	34.7469487796273
151	26.2724146472853
152	25.7105185069988
153	21.8597847941923
154	15.5861828184468
155	16.1464191931685
156	17.2751622203352
157	13.9497509416158
158	13.4023906935934
159	11.5437329429726
160	10.0768925375524
161	8.5440230136704
162	13.5439443161718
163	10.1782684934717
164	21.8736228555895
165	30.0223347455979
166	42.8473968986308
167	72.930122524048
168	99.0599524322995
169	128.218628947253
170	161.054200941171
171	192.950381633475
172	224.383461303479
173	254.439190389565
174	272.095576233108
175	285.732732588365
176	290.530512616423
177	297.047733951335
178	297.107280977934
179	286.830524338107
180	277.128225005921
181	259.931641714555
182	245.238218918023
183	232.509284383681
184	213.400784592419
185	196.190572304189
186	175.69203428706
187	159.887261628485
188	149.123554453265
189	135.808771498754
190	121.788468085013
191	105.51361799233
192	95.4753350298841
193	83.7480524774739
194	73.1664314660226
195	70.4406783624022
196	60.40692383589
197	51.0079405065905
198	44.1656506426833
199	42.4588350245034
200	36.1092025196439
201	34.5441276055309
202	29.3550168102885
203	24.2569215438564
204	25.437280922433
205	19.6023409211279
206	16.5768548851072
207	18.8335382098595
208	17.9259987386874
209	21.6955872726367
210	30.1200384159219
211	32.1384359780803
212	42.3027222955018
213	49.0848231562013
214	60.8591280008897
215	80.397035841199
216	93.7647905605438
217	115.245834811763
218	134.50649243227
219	157.943339424293
220	177.453638594806
221	205.720849629136
222	225.520793514915
223	245.311724131101
224	276.415214600896
225	287.540118986278
226	310.8536953318
227	322.227970151132
228	338.052332211676
229	346.240545308369
230	353.878881477285
231	357.591812584393
232	360.300293260734
233	367.677409697444
234	366.646387090261
235	360.863764262526
236	359.896522135611
237	351.437341247808
238	341.626308060382
239	332.457719007521
240	326.357181558115
241	312.531391741174
242	302.574573957353
243	288.748366439909
244	281.855584612315
245	270.989067794895
246	253.848614127419
247	239.796380276025
248	235.106738282724
249	217.563263269259
250	211.888016489761
251	193.385247958116
252	181.46542390738
253	168.195752728415
254	159.171190261174
255	154.499071043179
256	142.223821814046
257	132.955874495144
258	122.838236782067
259	118.558514521762
260	112.847787665098
261	100.067846559845
262	99.0707168719723
263	90.9876506946881
264	84.3089355106173
265	81.72278715591
266	70.1635424946705
267	71.7510435403595
268	60.5177336662067
269	59.2544620161509
270	56.7109232704422
271	46.072472409659
272	48.2516994644164
273	44.4570293184728
274	46.8737317524852
275	40.2994504805725
276	35.3805241367121
277	32.3323864949654
278	32.8894718501288
279	31.1574785515447
280	33.7435737729338
281	33.6781221508444
282	44.4352355989825
283	51.3463983874516
284	77.4298686253356
285	95.3885441100929
286	120.693093946568
287	165.429683321008
288	196.128572902512
289	237.374983385814
290	277.796112875456
291	311.81674747706
292	348.229759186096
293	376.885312052032
294	392.108819215552
295	405.412017014797
296	417.082663876005
297	419.546351575545
298	414.281151154693
299	405.43494544393
300	401.50046033712
301	379.197670862967
302	356.668620221354
303	342.418780448199
304	327.806602778985
305	301.415713921291
306	280.052520777823
307	257.197498102648
308	235.870201241039
309	218.153145932315
310	200.933326288089
311	181.751076420721
312	167.054972208852
313	151.349319052633
314	130.927388324131
315	123.809857334647
316	110.483439056416
317	98.7499767273373
318	92.8988116227705
319	84.8890388437588
320	75.5888789952205
321	64.0278036287114
322	65.1896602144883
323	55.4510577628854
324	46.8588865576998
325	39.5539810966916
326	36.2197993528633
327	36.8882575247114
328	29.7398321179221
329	29.5294210995118
330	26.5284831803013
331	24.1007525256382
332	22.5267079941794
333	22.8011012673533
334	13.2253954238799
335	16.9159324685158
336	10.7800829288487
337	10.6465350531851
338	18.0540140827182
339	24.1974924449728
340	37.0429284479321
341	53.9964135073317
342	80.0978129700483
343	107.277368027843
344	142.811496242534
345	175.355838221459
346	209.463655266339
347	242.148604448493
348	271.545366485282
349	289.905256868003
350	304.374811780213
351	317.519270520189
352	319.08097463499
353	318.623328629155
354	307.05979991486
355	292.915198954775
356	274.920886682592
357	258.823749127377
358	246.212975989855
359	226.641897900559
360	210.652497905691
361	193.478563194637
362	175.566214063963
363	160.473651055469
364	135.818157622457
365	131.929043621506
366	116.8130898198
367	101.123562177786
368	88.386121932144
369	82.9125003725876
370	69.4831145279687
371	63.2159675185334
372	53.7808139804595
373	47.3080501695455
374	48.5251838612105
375	36.4706134837065
376	34.0615946357458
377	33.6956141609219
378	27.4212613545661
379	21.5753835765653
380	20.6136967604169
381	14.6101545199756
382	14.8387371702088
383	18.6613770626362
384	14.9033694065786
385	13.7907990242091
386	14.8029819280617
387	14.709833477068
388	15.6040367327533
389	20.7840331705349
390	33.7553111369217
391	42.9627770502093
392	53.5076914254073
393	67.4389742490925
394	83.4205885351838
395	97.0355856841601
396	120.205686596899
397	130.18853200117
398	151.018298130991
399	161.91795441911
400	172.556929685845
401	182.23014929952
402	193.394144099506
403	194.144016180136
404	199.405497844207
405	202.379293498943
406	199.855749053432
407	194.849767731975
408	192.986976413909
409	186.63066366509
410	179.626898298175
411	170.137527093922
412	167.511719585443
413	151.428503003927
414	153.537403975993
415	137.774430952757
416	131.876964990717
417	121.308655260543
418	111.046236713963
419	106.018250841911
420	96.5362987045713
421	90.8276795230712
422	81.911689410447
