1,3800,5000,14500,250
20,200,1000,0
   5.98     9.40
   6.23     8.67
   6.96     8.91
   7.69     7.81
   7.93     7.57
  10.13     6.47
  10.38     5.00
  10.99     3.42
  10.62     1.71
   9.16     1.10
   8.30     0.12
   6.47     0.49
   6.10     0.73
   6.71     1.10
   7.45     0.49
   7.45     0.00
   7.08    -0.12
   6.47    -0.61
   5.98    -1.10
   5.86    -0.85
   5.86    -0.61
   5.86    -0.85
   5.86    -0.85
   5.62    -1.46
   5.37    -1.95
   5.74    -2.20
   5.74    -2.20
   5.13    -2.20
   4.39    -2.32
   4.15    -2.81
   4.15    -2.93
   4.03    -2.56
   3.78    -2.56
   3.05    -2.69
   2.69    -2.81
   2.69    -3.05
   2.93    -2.69
   3.17    -2.32
   2.69    -1.71
   3.05    -1.59
   3.05    -1.71
   4.27    -2.44
   4.64    -2.69
   4.52    -2.81
   4.27    -3.78
   4.39    -4.15
   4.52    -5.49
   4.64    -6.10
   3.91    -6.59
   2.93    -6.96
   2.08    -7.57
   1.22    -7.69
   1.22    -7.57
   0.00    -7.69
  -0.61    -7.45
  -0.73    -7.93
  -0.49    -7.69
  -1.10    -6.96
  -1.46    -7.57
  -0.98    -7.93
  -1.83    -7.93
  -2.56    -9.16
  -3.30    -9.64
  -4.88   -10.01
  -5.74   -10.99
  -7.32   -10.50
  -8.79   -10.01
 -10.38    -8.91
 -11.60    -7.81
 -12.21    -6.10
 -13.31    -4.88
 -13.06    -3.78
 -13.31    -2.20
 -12.94    -0.98
 -12.70     0.98
 -11.72     2.69
  -9.89     3.42
  -8.18     3.91
  -6.84     3.17
  -6.71     2.44
  -7.08     1.22
  -8.18     1.22
  -9.16     1.10
  -9.89     2.08
  -9.89     3.54
  -9.28     4.88
  -8.30     5.86
  -7.32     6.35
  -6.71     5.74
  -6.47     5.62
  -6.47     6.23
  -5.62     6.23
  -5.62     6.59
  -4.39     6.23
  -4.27     5.98
  -4.03     5.86
  -4.39     5.25
  -4.64     5.98
  -4.64     6.10
  -4.64     5.86
  -4.64     6.10
  -4.27     5.74
  -4.39     5.74
  -4.27     6.10
  -4.76     5.37
  -5.25     6.10
  -5.74     6.47
  -5.49     6.84
  -5.62     7.57
  -5.74     8.06
  -5.37     9.40
  -5.25    10.50
  -4.88    10.86
  -4.15    11.47
  -3.30    12.33
  -2.69    12.33
  -1.83    12.94
  -0.73    12.45
  -0.61    12.21
   0.12    13.18
   0.73    12.70
   0.61    13.31
   1.22    13.31
   1.59    13.43
   2.32    12.82
   3.30    13.67
   3.54    14.16
   4.15    14.89
   5.13    15.38
   5.62    16.36
   6.96    16.85
   8.79    18.07
  11.11    17.82
  13.92    17.33
  16.36    16.11
  18.31    13.43
  19.04    10.74
  19.53     7.69
  18.43     6.23
  17.94     4.52
  16.85     3.05
  15.99     1.59
  15.38     1.10
  13.92     0.37
  12.94     1.34
  12.70     2.20
  13.79     2.44
  14.65     2.20
  16.11     2.44
  17.33     0.85
  18.07    -1.34
  17.70    -3.66
  16.60    -5.25
  15.75    -7.20
  13.55    -7.81
  12.45    -8.67
  10.74    -8.54
  10.01    -8.30
   9.52    -8.42
   8.91    -8.30
   8.18    -7.69
   8.06    -8.30
   7.69    -7.69
   7.32    -7.57
   7.45    -7.45
   8.18    -7.20
   8.06    -7.69
   8.54    -8.30
   8.18    -8.91
   7.69    -9.28
   8.30   -10.25
   7.69   -11.11
   7.69   -11.35
   7.57   -11.84
   6.71   -12.57
   6.35   -13.55
   5.74   -14.53
   4.88   -14.89
   3.54   -15.63
   3.30   -16.24
   1.95   -16.36
   0.85   -16.72
   0.24   -17.21
  -0.98   -17.70
  -1.46   -16.85
  -1.71   -17.09
  -2.56   -17.33
  -3.30   -17.46
  -3.91   -17.58
  -4.15   -18.07
  -4.76   -18.80
  -5.74   -19.65
  -7.08   -19.78
  -7.93   -21.12
 -10.25   -22.34
 -11.35   -22.34
 -14.04   -22.95
 -16.36   -23.56
 -19.41   -23.19
 -22.71   -22.95
 -26.00   -21.36
 -29.05   -19.17
 -31.86   -15.87
 -33.20   -11.72
 -33.33    -7.81
 -32.10    -4.64
 -31.62    -2.44
 -30.03     0.00
 -29.05     1.34
 -28.44     2.56
 -27.47     3.66
 -26.49     4.76
 -26.37     6.23
 -27.22     6.23
 -26.98     7.08
 -26.73     9.16
 -27.34    11.47
 -27.34    14.16
 -25.27    16.48
 -22.71    18.43
 -20.51    19.90
 -17.82    20.26
 -16.36    20.39
 -14.28    19.53
 -14.04    18.92
 -13.06    18.92
 -12.70    19.04
 -12.21    19.53
 -11.47    18.80
 -10.38    18.31
 -11.11    18.31
 -11.35    17.82
 -12.57    19.04
 -13.31    19.53
 -13.06    20.75
 -13.31    23.68
 -12.08    25.27
 -11.23    27.71
  -8.91    29.42
  -6.71    29.54
  -4.64    30.64
  -2.69    31.25
  -0.98    30.76
   0.73    31.13
   2.08    31.01
   3.17    30.76
   4.03    30.27
   5.13    29.79
   5.62    29.79
   6.47    30.76
   7.69    30.76
   8.42    31.13
   9.77    31.49
  11.47    32.59
  12.70    33.57
  14.04    33.45
  15.75    34.42
  17.46    34.67
  19.29    34.79
  20.51    35.64
  23.44    36.74
  26.49    38.21
  29.91    39.31
  34.18    40.41
  40.04    40.65
  47.00    39.55
  53.96    36.25
  60.06    30.40
  63.72    22.83
  65.55    14.40
  64.45     7.57
  62.01     1.22
  60.79    -4.15
  57.98    -8.67
  55.30   -12.70
  52.37   -15.99
  49.07   -18.07
  46.51   -20.75
  44.80   -22.22
  42.36   -24.41
  40.77   -26.49
  38.21   -28.44
  36.87   -30.40
  34.91   -31.74
  32.35   -33.69
  29.91   -34.91
  26.61   -36.25
  22.95   -36.99
  20.63   -36.87
  18.19   -36.50
  16.60   -36.01
  15.75   -35.64
  14.53   -34.91
  13.67   -35.52
  12.57   -35.03
  12.33   -34.91
  11.96   -34.91
  11.72   -35.16
  12.21   -36.01
  12.45   -37.11
  12.57   -38.94
  11.11   -41.26
   9.89   -44.92
   7.20   -47.00
   3.66   -49.32
   1.59   -51.27
  -2.20   -52.37
  -5.37   -53.10
  -8.67   -53.47
 -11.84   -52.98
 -15.01   -52.12
 -16.97   -51.15
 -18.07   -50.54
 -19.53   -50.42
 -21.24   -51.15
 -22.83   -52.73
 -25.39   -54.44
 -28.93   -56.15
 -32.84   -57.01
 -37.23   -57.74
 -41.63   -58.11
 -46.63   -57.50
 -51.15   -56.27
 -55.66   -55.42
 -60.91   -54.20
 -65.80   -53.22
 -71.90   -51.64
 -77.88   -49.44
 -83.86   -46.63
 -90.82   -41.99
 -98.27   -36.87
-104.61   -30.15
-110.23   -21.61
-115.23   -11.35
-118.41     0.61
-119.14    13.06
-117.31    26.37
-112.06    39.92
-104.98    51.39
 -95.70    60.42
 -86.43    66.65
