1,3800,5000,14500,250
20,200,1000,0
  -7.20     2.32
  -7.20     2.81
  -7.08     2.44
  -6.84     3.05
  -6.59     2.81
  -6.59     3.17
  -6.47     3.17
  -6.84     3.42
  -5.98     3.91
  -5.49     4.15
  -5.13     3.78
  -5.00     3.66
  -5.00     2.69
  -5.25     3.05
  -5.98     2.56
  -6.35     2.69
  -6.59     3.17
  -7.20     3.66
  -7.45     4.15
  -7.69     5.00
  -7.57     5.37
  -7.08     5.98
  -7.08     6.59
  -6.96     7.32
  -6.10     7.93
  -5.86     8.06
  -4.88     8.79
  -4.27     8.42
  -3.54     8.91
  -3.05     8.54
  -2.44     8.54
  -1.22     8.18
  -1.46     8.06
  -1.10     7.45
  -0.98     7.57
  -0.98     6.84
  -0.98     6.47
  -0.98     6.47
  -0.98     5.98
  -1.10     6.35
  -1.59     6.84
  -1.10     6.35
  -1.59     6.59
  -1.34     6.35
  -1.95     6.71
  -1.59     6.84
  -2.20     7.45
  -1.71     7.69
  -1.83     7.69
  -1.71     8.42
  -1.59     8.54
  -1.34     9.16
  -1.10     9.52
  -1.22    10.25
   0.00    10.86
   0.12    11.60
   1.34    11.72
   2.20    12.57
   3.17    12.82
   4.52    13.18
   6.10    13.06
   7.81    12.33
   9.03    11.96
  10.01    10.38
  10.25     9.77
  11.35     8.54
  11.47     8.06
  11.84     7.69
  12.57     6.71
  13.92     5.37
  13.92     3.91
  14.16     2.32
  13.31     0.61
  12.57    -1.10
  10.38    -1.71
   9.03    -1.95
   8.18    -1.34
   8.18    -0.49
   8.30    -0.49
   8.42     0.24
   9.16    -0.12
   9.28    -0.61
   9.03    -0.98
   9.52    -2.08
   9.03    -2.08
   8.54    -2.44
   8.30    -2.56
   8.42    -2.69
   8.18    -2.69
   8.54    -3.17
   9.03    -3.91
   8.30    -4.39
   7.81    -5.13
   7.08    -5.13
   6.59    -5.37
   6.10    -5.25
   5.98    -4.76
   6.10    -4.76
   6.10    -5.98
   5.37    -5.37
