1,3800,5000,14500,250
20,200,1000,0
   2.56    -3.42
   2.32    -2.56
   2.69    -3.05
   2.56    -3.17
   2.69    -3.42
   2.44    -4.03
   2.44    -3.42
   2.69    -3.42
   2.69    -4.15
   2.81    -4.76
   2.81    -4.76
   2.93    -5.37
   1.95    -5.37
   2.32    -6.23
   1.46    -7.08
   1.71    -7.93
   0.49    -8.67
  -0.24    -9.03
  -1.95    -9.03
  -2.93    -8.54
  -4.52    -8.91
  -4.76    -7.69
  -5.49    -6.84
  -5.86    -7.20
  -6.59    -6.84
  -7.57    -6.71
  -8.18    -5.86
  -9.64    -5.13
 -10.62    -3.66
 -10.74    -2.20
 -10.86    -0.37
  -9.77     0.61
  -9.03     2.20
  -8.30     2.93
  -8.06     3.42
  -6.96     4.15
  -6.35     4.52
  -5.37     4.27
  -4.03     4.27
  -4.03     4.03
  -3.91     3.91
  -3.78     4.15
  -3.54     4.27
  -3.42     3.42
  -3.30     3.66
  -3.05     3.78
  -2.93     3.91
  -3.17     3.91
  -2.69     4.39
  -2.69     4.64
  -2.32     4.03
  -2.44     4.52
  -2.32     4.52
  -2.32     4.39
  -2.20     5.00
  -1.46     4.88
  -1.22     5.00
  -1.46     5.49
  -1.83     5.25
  -1.59     5.37
  -1.46     5.37
  -0.98     5.86
  -1.46     6.23
  -0.98     6.96
  -0.85     7.08
  -0.49     7.81
   0.49     8.54
   1.34     9.64
   2.20     9.77
   3.17     9.64
   4.64    10.13
   6.84    10.25
   9.03     8.67
   9.28     7.32
  10.01     5.98
  10.01     5.25
   9.89     4.88
  10.50     4.15
  11.11     3.05
  12.08     1.71
  13.06     0.24
  12.33    -1.71
  10.86    -3.30
   9.40    -4.15
   8.91    -4.52
   7.45    -4.76
   6.96    -5.00
   6.10    -5.25
   5.74    -5.13
   5.00    -4.88
   4.15    -4.76
   3.78    -4.64
   4.03    -4.27
   3.78    -3.91
   4.15    -3.78
   4.03    -4.15
   4.52    -4.27
   3.91    -4.39
   3.78    -4.52
   3.91    -4.64
   3.78    -4.64
   3.66    -5.00
   3.54    -5.00
   3.78    -5.25
   3.54    -5.86
   3.66    -5.49
   3.66    -5.86
   2.93    -6.23
   3.30    -6.47
   2.93    -6.71
   2.32    -7.08
   2.44    -6.96
   2.81    -7.20
   2.32    -7.45
   2.08    -8.79
   1.83    -9.40
   1.95    -9.89
   0.73   -10.62
   0.49   -11.60
  -0.98   -12.82
  -2.08   -12.57
  -4.15   -14.04
  -6.23   -13.79
  -8.91   -12.82
 -10.86   -11.60
 -12.45   -10.25
 -12.94    -7.93
 -13.31    -6.59
 -13.31    -5.62
 -13.55    -4.15
 -13.31    -2.81
 -14.28    -1.22
 -14.16     0.85
 -13.06     2.20
 -11.23     3.91
  -9.16     4.52
  -8.42     4.64
  -6.84     4.15
  -6.35     3.05
  -6.23     2.08
  -7.08     2.44
  -7.08     1.95
  -7.45     2.32
  -7.32     2.56
  -8.06     2.93
  -7.93     3.05
  -8.06     3.91
  -8.18     4.39
  -8.18     5.13
  -8.30     5.86
  -7.69     6.35
  -7.32     6.71
  -6.71     6.71
  -6.47     7.20
  -6.35     7.69
  -7.08     7.93
  -6.71     8.91
  -6.35     9.52
  -6.10     9.64
  -5.37    10.74
  -5.37    11.72
  -4.88    11.72
  -3.78    12.45
  -3.54    12.82
  -2.81    13.67
  -2.44    14.04
  -0.73    15.01
  -0.37    15.75
   0.37    15.99
   1.83    16.72
   2.81    18.07
   4.15    18.31
   6.59    20.14
   9.52    19.29
  12.08    19.53
  15.75    18.92
  18.68    16.48
  20.51    13.92
  21.73    10.74
  21.85     7.93
  22.22     5.74
  21.97     4.03
  22.09     1.59
  21.73    -0.24
  20.63    -2.32
  19.41    -4.76
  17.94    -6.10
  15.63    -6.59
  14.04    -6.23
  13.06    -5.86
  12.82    -5.37
  12.94    -4.76
  13.43    -5.25
  13.67    -5.13
  13.92    -5.62
  14.40    -6.23
  15.14    -7.69
  14.77    -8.67
  15.38    -9.52
  14.65   -10.99
  14.40   -12.57
  12.94   -13.31
  12.08   -14.65
  10.86   -14.89
  10.25   -15.87
   9.28   -15.75
   8.18   -15.75
   8.06   -16.60
   7.69   -17.33
   6.47   -17.70
   6.71   -18.43
   5.86   -19.53
   5.00   -20.51
   3.30   -21.24
   3.30   -22.34
   0.61   -22.95
  -0.98   -24.05
  -2.32   -24.05
  -3.42   -24.66
  -5.37   -24.54
  -7.08   -25.39
  -8.18   -25.51
 -10.62   -26.00
 -12.57   -27.10
 -15.50   -27.47
 -19.04   -27.95
 -23.44   -27.59
 -28.81   -25.63
 -33.57   -22.34
 -36.99   -17.70
 -38.94   -11.35
 -38.09    -6.10
 -36.99    -1.59
 -36.13     1.22
 -34.67     3.91
 -33.33     6.71
 -32.35     9.77
 -29.91    12.08
 -26.73    14.65
 -24.17    15.38
 -21.48    15.01
 -19.78    14.89
 -18.92    14.16
 -17.94    14.04
 -18.43    14.40
 -17.94    14.04
 -19.17    15.01
 -18.68    15.99
 -19.04    16.85
 -18.92    18.80
 -17.70    20.75
 -17.46    22.71
 -15.63    23.80
 -13.43    25.63
 -11.72    26.73
