1,3800,5000,14500,250
20,200,1000,0
  -4.39     6.35
  -4.27     5.98
  -3.91     5.86
  -3.66     6.23
  -3.42     6.47
  -3.30     6.47
  -2.69     6.71
  -3.05     6.10
  -2.32     5.74
  -2.20     6.23
  -1.71     6.10
  -2.08     5.86
  -2.08     5.74
  -2.20     5.37
  -1.83     6.10
  -1.95     5.74
  -2.08     5.49
  -2.08     5.37
  -2.20     5.98
  -2.44     5.49
  -1.71     5.62
  -2.20     5.74
  -2.56     6.10
  -1.83     5.98
  -1.83     5.86
  -1.95     5.98
  -1.22     6.71
  -1.71     6.84
  -1.34     6.71
  -1.10     6.71
  -1.59     6.84
  -0.98     6.84
  -1.22     7.32
  -1.10     6.96
  -1.22     7.20
  -0.98     7.69
  -1.10     7.69
  -1.46     8.06
  -0.49     8.06
  -0.61     8.18
  -0.49     9.28
  -0.61     8.91
  -0.24     8.91
   0.12     9.40
   0.12     9.89
   0.73     9.89
   0.98    10.62
   1.59    10.50
   1.46    11.35
   2.08    12.08
   2.81    12.33
   3.91    12.70
   4.52    12.94
   5.37    12.70
   6.59    12.82
   7.93    12.57
   8.42    11.96
   9.40    12.45
  10.13    11.35
  10.86    10.13
  12.33    10.62
  12.70     9.52
  13.92     8.91
  13.92     7.81
  14.89     6.59
  15.14     5.74
  15.63     4.39
  15.87     2.93
  14.89     1.83
  15.01     0.73
  14.04    -0.24
  13.06    -0.98
  12.21    -0.73
  11.35    -1.34
  11.35    -1.59
  11.11    -1.59
  10.74    -1.71
  10.74    -1.22
  10.62    -2.08
  10.74    -2.20
  10.38    -2.08
   9.89    -2.32
   9.52    -2.93
   9.64    -2.56
   9.03    -2.56
   9.40    -3.05
   9.28    -2.32
   9.03    -2.69
   9.89    -2.93
  10.38    -3.05
  10.13    -4.27
   9.77    -5.00
   9.40    -5.25
   8.67    -6.35
   8.30    -6.84
   6.71    -6.59
   6.35    -6.59
   6.47    -5.74
   5.49    -5.25
   5.49    -5.00
   5.98    -4.39
   5.86    -4.52
   7.32    -4.64
   6.59    -4.27
   6.59    -5.25
   6.71    -5.00
   6.71    -5.49
   6.59    -6.10
   6.47    -6.35
   6.59    -6.47
   6.59    -6.71
   6.35    -6.59
   5.98    -6.96
   6.59    -6.59
   5.98    -7.08
   6.35    -7.93
   5.37    -7.81
   5.13    -8.18
   4.76    -8.67
   4.64    -9.03
   3.78    -8.79
   3.91    -8.30
   3.30    -8.30
   3.05    -8.42
   3.05    -8.67
   2.44    -8.06
   2.20    -8.06
   2.20    -8.54
   2.20    -7.93
   2.08    -7.81
   2.08    -7.20
   2.20    -6.71
   2.08    -6.59
   2.56    -6.71
   3.17    -6.59
   3.05    -7.08
   3.54    -7.45
   3.78    -7.45
   3.91    -7.93
   4.03    -8.54
   3.54    -8.30
   3.30    -8.79
   3.54    -9.40
   4.03   -10.01
   3.54    -9.77
   3.54   -10.62
   3.05   -11.35
   2.81   -11.47
   2.20   -11.72
   1.95   -12.08
   1.46   -12.57
   1.10   -12.57
   0.49   -12.45
   0.12   -12.82
  -0.61   -12.70
  -0.61   -12.45
  -0.85   -11.84
  -1.34   -12.08
  -1.10   -12.08
  -0.73   -11.96
  -1.22   -12.08
  -0.85   -12.08
  -1.22   -11.96
  -0.73   -13.06
  -0.73   -12.45
  -0.73   -13.31
  -0.37   -13.92
  -0.49   -13.92
  -0.37   -14.89
  -0.85   -15.87
  -0.85   -16.24
  -1.46   -17.46
  -1.71   -18.80
  -1.83   -19.78
  -3.30   -20.51
  -4.27   -22.34
  -5.86   -22.95
  -7.08   -23.93
  -9.16   -25.02
 -10.99   -25.51
 -13.18   -25.63
 -16.24   -25.88
 -18.80   -25.51
 -21.36   -23.68
 -23.93   -23.07
 -25.63   -21.00
 -27.10   -18.07
 -28.32   -16.11
 -28.56   -13.79
 -28.69   -11.60
 -28.93   -10.38
 -28.69    -8.91
 -29.17    -7.93
 -29.05    -6.47
 -28.44    -4.88
 -27.71    -3.54
 -27.47    -2.93
 -27.59    -1.46
 -26.61    -0.37
 -26.12    -0.24
 -25.63    -0.24
 -25.02     0.37
 -25.15     0.24
 -25.63     0.85
 -25.27     1.34
 -26.12     1.71
 -26.49     2.69
 -27.10     2.93
 -28.20     4.15
 -27.95     5.25
 -28.93     5.86
 -28.20     7.69
 -27.22    10.25
 -26.49    11.23
 -24.66    12.21
 -24.66    13.92
 -24.05    15.14
 -21.12    14.89
 -20.39    15.01
 -19.65    15.26
 -18.19    15.01
 -17.46    15.38
 -16.48    14.40
 -15.63    14.16
 -15.63    13.31
 -15.63    12.82
 -15.26    12.45
 -15.75    11.60
 -16.11    10.99
 -17.21    11.23
 -18.07    11.35
 -19.41    11.72
 -20.14    12.70
 -21.00    13.67
 -21.73    15.38
 -21.00    16.60
 -20.63    18.19
 -20.39    20.02
 -19.17    21.00
 -18.07    22.22
 -17.21    22.71
 -16.24    23.07
 -14.89    23.68
 -13.92    23.80
 -12.08    23.80
 -11.23    23.68
 -10.86    23.07
  -9.64    23.07
  -8.79    22.22
  -8.91    21.00
  -9.28    20.39
  -9.40    19.90
 -10.62    19.90
 -11.47    19.53
 -12.45    19.78
 -13.31    21.00
 -14.53    21.97
 -13.92    23.19
 -14.40    25.27
 -13.67    25.63
 -13.43    26.98
 -12.82    28.08
 -13.18    29.30
 -11.60    29.91
 -11.60    31.13
 -10.86    31.86
  -9.89    32.71
  -9.28    33.57
  -9.16    34.42
  -7.20    35.64
  -6.71    36.50
  -6.10    37.23
  -4.88    37.72
  -4.03    38.33
  -3.54    39.31
  -2.08    39.92
  -1.46    40.41
  -0.37    41.63
   1.22    42.48
   2.69    42.72
   3.78    43.33
   5.13    43.95
   5.98    44.43
   7.32    44.43
   8.67    44.80
   9.28    45.78
  10.74    46.02
  11.96    46.88
  13.31    47.36
  14.40    47.49
  15.63    48.22
  16.85    49.07
  18.19    50.05
  20.39    50.90
  21.12    51.76
  22.95    52.25
  25.15    53.59
  26.37    54.57
  28.44    56.15
  30.88    57.62
  33.94    58.96
  37.35    60.55
  40.28    61.89
  44.56    63.96
  49.32    65.06
  55.18    66.16
  60.79    66.65
  67.87    66.28
  74.83    65.67
  82.28    63.23
  90.94    60.55
  99.12    55.66
 107.18    48.34
 113.16    40.53
 118.29    30.64
 121.46    20.26
 121.95    10.50
 121.34     1.22
 119.26    -6.96
 116.21   -13.92
 113.40   -19.90
 110.84   -26.12
 108.15   -31.49
 105.10   -35.77
 101.81   -41.14
  98.63   -45.29
  94.48   -48.83
  90.70   -52.49
  87.04   -55.30
  83.50   -57.13
  80.08   -59.69
  76.66   -61.65
  73.49   -63.48
  70.56   -65.43
  67.63   -67.26
  64.82   -68.73
  62.13   -70.07
  59.20   -71.66
  56.40   -73.36
  53.83   -74.46
  50.54   -75.81
  46.63   -77.51
  43.70   -78.13
  40.16   -78.49
  36.38   -78.61
  33.57   -78.37
  30.64   -78.13
  27.95   -77.39
  26.00   -76.42
  23.80   -76.05
  22.22   -75.81
  19.65   -74.83
  18.80   -74.46
  17.21   -74.10
  15.63   -72.27
  14.77   -71.78
  14.16   -71.04
  14.28   -69.95
  14.53   -69.82
  14.65   -70.07
  15.26   -70.56
  15.14   -72.14
  15.38   -73.97
  15.26   -76.17
  14.77   -78.49
  13.31   -80.81
  11.11   -82.89
   8.54   -84.47
   6.35   -86.30
   3.66   -87.16
   0.49   -88.13
  -1.95   -89.11
  -4.76   -88.99
  -7.32   -88.87
  -9.28   -88.38
 -10.62   -88.01
 -11.11   -88.26
 -12.33   -89.36
 -12.45   -89.36
 -13.43   -90.58
 -14.16   -92.90
 -15.14   -94.24
 -15.87   -96.44
 -17.70   -99.49
 -19.04  -103.15
 -21.73  -106.45
 -25.15  -110.72
 -29.42  -115.23
 -33.81  -118.41
 -41.02  -121.46
 -47.85  -124.02
 -54.81  -126.46
 -62.62  -127.32
 -69.58  -128.05
 -77.15  -127.44
 -85.08  -126.83
 -92.41  -125.49
-100.10  -123.90
-107.67  -121.70
-115.36  -118.53
-122.44  -115.36
-130.25  -110.60
-136.11  -106.45
-141.97  -101.93
-148.32   -97.17
-153.69   -92.16
-159.18   -86.91
-164.43   -81.30
-169.80   -76.42
-174.80   -70.92
-179.57   -64.70
-184.69   -58.59
-189.58   -52.61
-194.58   -44.92
-198.61   -37.60
-203.13   -30.40
-206.67   -22.09
-210.69   -14.04
-213.87    -5.62
-217.04     3.30
-219.36    12.70
-221.68    22.34
-223.39    32.59
-225.10    41.75
-225.46    52.37
-225.71    62.99
-225.83    74.34
-224.98    85.33
-223.27    95.70
-221.07   107.79
-218.87   119.26
-214.72   130.00
-211.18   140.26
-207.15   151.00
-203.61   162.23
-200.07   173.71
-195.68   187.26
-189.21   201.90
-180.79   218.38
-169.43   234.38
-154.05   249.39
-136.60   262.57
-116.94   273.32
 -96.56   281.62
 -75.68   286.87
 -54.32   290.53
 -32.10   292.11
  -7.32   290.77
  16.97   286.25
  40.28   276.61
  61.77   262.57
  79.83   244.87
  92.04   225.71
  99.24   205.81
 101.93   187.01
 101.44   172.00
  98.51   158.57
  94.73   149.05
  91.19   142.46
  87.77   136.47
  86.43   132.32
  85.82   129.15
  86.43   125.37
  86.30   120.61
  86.67   115.72
  85.69   110.72
  84.35   106.93
  82.40   103.03
  80.20   100.34
  78.86    97.53
  76.54    95.83
  74.95    94.12
  73.00    93.14
  72.02    92.90
  70.43    91.80
  70.19    91.43
  68.73    91.19
  67.50    90.45
  64.94    90.70
  62.74    92.29
  60.79    95.09
  59.33    98.63
  59.94   103.39
  62.26   108.52
  66.28   112.43
  71.29   114.26
  76.05   114.87
  79.59   115.11
  81.54   115.36
  82.76   115.11
  83.86   117.68
  85.45   121.70
  88.26   126.46
  93.26   131.84
 100.71   137.70
 109.99   141.97
 120.97   145.14
 132.81   145.87
 145.26   144.17
 157.10   140.75
 166.99   135.13
 175.54   128.05
 182.37   121.58
 188.11   115.84
 191.89   110.96
 197.14   106.93
 202.76   103.15
 209.84   100.22
 216.67    96.68
 224.37    90.82
 232.18    85.45
 239.01    79.35
 245.24    72.75
 251.46    66.77
 258.54    61.04
 266.11    56.03
 276.00    50.78
 287.11    43.70
 300.29    33.57
 312.62    19.41
 323.00     2.08
 330.08   -16.72
 334.23   -37.35
 335.08   -57.86
 333.37   -76.90
 331.05   -93.38
 327.15  -109.86
 322.88  -124.63
 318.36  -140.26
 312.99  -154.17
 307.25  -169.31
 300.17  -183.59
 291.99  -197.51
 282.59  -210.94
 273.32  -222.17
 263.43  -233.03
 253.54  -242.55
 244.63  -251.46
 235.84  -260.25
 227.54  -270.14
 218.38  -279.42
 208.37  -289.55
 198.12  -299.68
 186.16  -309.20
 174.56  -316.89
 161.01  -325.93
 147.34  -332.52
 133.30  -338.75
 119.87  -343.99
 105.96  -348.75
  93.14  -352.54
  78.98  -355.71
  64.82  -358.89
  52.25  -361.57
  38.45  -363.77
  25.39  -364.87
  12.33  -366.09
  -0.73  -366.58
 -13.79  -368.04
 -27.34  -369.26
 -41.63  -369.63
 -55.79  -370.00
 -70.92  -369.87
 -85.57  -369.14
-102.05  -367.55
-117.92  -365.48
-135.01  -362.18
-152.22  -357.54
-170.29  -350.46
-188.11  -341.92
-204.47  -330.20
-219.97  -315.31
-232.54  -297.73
-240.72  -282.23
-245.61  -265.50
-247.80  -250.85
-249.02  -238.40
-249.63  -227.91
-250.61  -218.26
-250.85  -208.74
-249.39  -200.56
-246.22  -193.12
-242.55  -188.23
-237.30  -186.40
-232.91  -188.72
-231.32  -195.07
-234.01  -205.20
-243.41  -216.43
-258.91  -225.46
-280.40  -230.83
-305.05  -229.74
-331.18  -221.44
-354.49  -207.03
-373.17  -187.50
-385.74  -165.65
-393.68  -144.90
-397.58  -124.39
-400.15  -107.30
-402.47   -93.38
-403.69   -79.59
-406.86   -66.41
-410.28   -53.47
-413.21   -39.31
-415.65   -24.17
-416.87    -9.64
-416.50     5.49
-415.04    19.41
-412.35    31.86
-409.55    42.60
-408.45    52.00
-408.57    59.57
-409.91    67.87
-414.67    77.39
-420.78    88.38
-427.49   102.78
-433.23   120.48
-436.89   140.63
-438.35   161.74
-435.18   184.57
-429.32   207.03
-421.39   227.42
-411.25   246.34
-400.76   263.92
-390.01   279.30
-379.27   294.68
-368.65   309.57
-357.54   325.20
-344.24   340.33
-329.22   355.10
-313.60   368.53
-297.36   379.03
-281.13   388.55
-265.75   396.48
-250.85   403.81
-236.45   411.25
-221.80   418.21
-206.42   424.68
-190.43   430.54
-174.44   435.18
-157.47   437.38
-142.70   438.48
-129.76   437.74
-120.48   437.99
-112.55   438.96
-105.83   442.75
 -99.24   449.22
 -91.43   457.52
 -81.91   468.51
 -68.73   479.49
 -53.22   490.84
 -36.50   501.22
 -16.72   510.25
   5.13   519.04
  28.81   526.73
  54.20   531.86
  80.81   534.67
 108.64   534.30
 137.21   531.86
 164.92   524.78
