dose1	dose2	dose3
0.710732165097222	0.882614038042792	0.444661537747185
0.982502090224878	0.9734712038423	1.11255970386234
0.559060633701904	0.66254738827137	0.668307238768383
1.37374937919504	1.16987249148504	1.00225826855399
0.926810461743094	0.883150203528277	0.867154017188416
1.54904716107038	0.938525105764288	0.871696912404602
1.25213841621543	1.07615574816981	1.23451154937506
1.21170873901982	1.15920650116819	0.978503670662019
1.70648966360993	0.977817461723317	0.672188926416237
1.19833109884999	0.73842192674448	0.712999850110144
1.09553895237182	1.53741123784705	1.04905445925757
0.933544762168857	1.16370453380231	0.428859742188724
1.23081211277574	1.50813622511146	1.64407178492348
1.26171021050004	1.10128321333274	1.63719975252787
1.17466912879169	0.494134057086781	0.710876934961395
0.695839569583265	1.09868142058415	0.861997881029435
1.78488731410609	1.28111007639895	1.4673786905397
0.6872840115111	0.357682640656745	0.64380511616885
1.12662281946967	0.882239191950282	1.26493818033611
1.63983467631006	1.04650773261695	1.35726662293678
1.47527017577328	1.2618403234649	1.47998106689641
1.04402504186872	0.943734915181729	1.5033369450577
1.93349561028093	0.628231376973869	1.01944732833898
0.806836530344787	0.688497944462716	0.828518006336684
1.07456901379543	1.32468388467044	1.11696175507041
0.824565654273121	0.63166141839239	0.931204910832189
0.539684785286803	0.811129040790748	0.942996996960767
0.993696948651071	0.713052067990542	1.18847412153484
0.589411425910363	0.594455874349328	0.995764412437832
1.55310501722152	1.23300060030206	1.47084211862392
