d1d1	d1d2	d2d1	d2d2	d3d1	d3d2
0.845186471939087	0.75042587518692	0.790000021457672	0.779999971389771	0.819999992847443	0.889999985694885
1.28813564777374	1.19493675231934	1.16999995708466	1.23000001907349	1.19000005722046	1.14999997615814
0.865248203277588	0.762223720550537	0.709999978542328	0.680000007152557	0.709999978542328	0.680000007152557
1.12000000476837	1.0900000333786	0.959999978542328	1.11000001430511	1.0900000333786	1.07000005245209
0.839999973773956	0.819999992847443	0.829999983310699	0.790000021457672	0.850000023841858	0.779999971389771
1.10141849517822	1.03417861461639	1.08000004291534	1.08000004291534	1.08000004291534	1.07000005245209
1.28999996185303	1.1599999666214	1.28999996185303	1.14999997615814	1.19000005722046	1.21000003814697
1.35000002384186	1.20000004768372	1.08000004291534	1.12000000476837	1.1599999666214	1.20000004768372
1.0527651309967	1.10374641418457	1.01999998092651	0.860000014305115	0.990000009536743	0.899999976158142
1.03999996185303	1.11000001430511	1.17999994754791	1.07000005245209	1.1599999666214	1
0.960020244121552	0.972890019416809	0.959999978542328	1.12999999523163	1.28999996185303	1.11000001430511
1.08000004291534	0.939999997615814	0.899999976158142	1.08000004291534	0.860000014305115	0.930000007152557
0.660000026226044	0.701208174228668	0.740000009536743	0.779999971389771	0.769999980926514	0.779999971389771
1.40099012851715	1.22589349746704	1.12000000476837	1.17999994754791	1.26999998092651	1.07000005245209
1.29999995231628	1.14999997615814	1.12000000476837	1.21000003814697	1.25	1.21000003814697
1.28999996185303	1.37999999523163	1.51999998092651	1.37999999523163	1.50999999046326	1.48000001907349
1.50753116607666	0.820374011993408	0.800000011920929	1.05999994277954	0.879999995231628	1.19000005722046
0.949999988079071	0.920000016689301	0.889999985694885	0.939999997615814	0.949999988079071	0.920000016689301
0.861262261867523	1.06161975860596	1.1599999666214	1.16999995708466	1.10000002384186	0.850000023841858
0.990359306335449	1.14613974094391	1.12999999523163	1.13999998569489	1.21000003814697	1.1599999666214
1.51814341545105	1.16049385070801	1.23000001907349	1.21000003814697	1.16999995708466	1.13999998569489
0.910000026226044	1.14999997615814	1.04999995231628	1.19000005722046	0.939999997615814	1.12000000476837
1.76196992397308	1.25999999046326	1.32000005245209	1.37999999523163	1.10000002384186	1.24000000953674
1.24000000953674	0.829999983310699	0.939999997615814	1.07000005245209	0.930000007152557	0.910000026226044
1.28999996185303	1.1599999666214	1.04999995231628	1.17999994754791	1.05999994277954	1.01999998092651
1.42999994754791	1.04999995231628	1.20000004768372	1.29999995231628	1.0900000333786	1.0900000333786
0.967571616172791	0.930000007152557	0.990000009536743	0.910000026226044	0.970000028610229	0.949999988079071
0.910000026226044	0.759999990463257	0.850000023841858	0.75	0.689999997615814	0.699999988079071
