9.75753	9.83766	2.05443	10.6346528228423	16.2191339964892
10.61892	9.69965	2.7764	15.2831494700411	18.7636044470451
12.1371	10.07697	2.96181	19.8862210685702	15.3519602106495
13.66881	10.01273	2.4819	18.2297209604153	11.5942071386776
14.15564	10.15323	2.13646	11.7854207224746	13.3285547103569
15.81105	10.01636	2.02602		
17.0496	9.92652	2.25738		
17.75243	9.59284	1.64735		
18.90315	9.7619	2.32251		
19.92769	10.34681	2.49195		
9.6795	11.13637	1.082		
10.76996	11.41073	2.91927		
12.17508	10.93143	2.20657		
13.57578	10.96464	2.80512		
14.56264	11.25067	2.82427		
15.5529	11.30916	2.29991		
17.004	11.18582	2.53021		
18.0486	11.19802	2.55915		
19.12965	10.85259	1.81845		
19.9674	10.9736	2.10573		
10.19058	11.90191	2.13807		
11.19773	12.34839	1.77915		
12.03355	12.22753	3.62056		
13.12888	11.82746	5.01434		
14.48262	12.38525	5.2844		
15.07914	12.1082	5.64811		
16.38308	11.7623	3.89537		
17.47173	12.0275	2.57172		
18.90039	12.3254	1.87292		
19.72246	12.17759	1.91431		
9.92215	13.22433	1.23947		
11.30139	13.30945	2.86294		
12.10548	12.87403	5.0055		
13.71646	13.2738	7.06522		
14.34972	13.21421	9.13986		
15.89406	13.20209	9.1024		
16.33979	13.07481	7.51063		
17.8386	13.36822	4.62743		
18.70401	13.49926	3.53483		
20.27656	13.28708	2.70591		
10.01172	14.17341	2.4947		
10.91583	14.58864	3.37733		
12.65311	14.35455	6.27281		
13.16975	14.83119	8.18338		
14.39082	14.59887	10.92159		
15.34169	14.7057	11.08144		
16.32171	14.28006	7.57195		
17.58015	14.34599	5.92267		
18.66928	14.6587	3.08904		
19.8215	14.55963	2.66627		
10.143	15.28378	1.88171		
10.75984	15.75974	3.44925		
12.17889	15.28555	5.1483		
13.6566	15.58537	9.21526		
14.78314	15.53711	11.10156		
15.85412	16.07141	10.85941		
16.65637	15.30509	7.86857		
18.04128	15.41824	5.17204		
18.95752	15.60867	3.99275		
20.04354	15.4021	3.03221		
10.07448	16.59905	3.17674		
11.10281	16.43568	2.59364		
12.33028	16.62876	5.16851		
13.05045	16.41702	7.15494		
14.55311	16.86446	9.38303		
15.76313	16.70525	8.4908		
16.94839	17.11103	6.69121		
17.74133	16.35085	5.76711		
18.38538	16.78906	3.54181		
19.53159	17.18532	2.4133		
9.95208	17.68714	1.97102		
11.05391	17.89983	3.62707		
12.21262	17.77808	3.35803		
13.63186	17.78358	4.91335		
14.31697	17.49751	5.244		
15.3307	17.81952	5.4799		
16.95009	17.67266	5.08411		
17.46013	17.38243	3.09431		
18.48686	17.83866	1.72566		
20.11539	17.84259	2.22819		
10.39283	18.76787	1.73164		
10.91124	18.83564	1.58612		
11.89812	19.09318	3.21841		
13.25116	18.65765	4.17386		
14.60823	18.65892	3.1478		
15.57264	18.85982	2.94592		
16.35268	19.34379	2.70928		
17.89673	19.25782	3.34388		
18.96545	19.11044	2.73641		
19.92272	19.04807	0.89301		
9.84196	19.88598	1.97954		
10.75746	19.91163	1.89066		
12.28286	20.05752	1.7543		
13.56892	19.90081	2.49652		
14.65128	19.95572	2.14125		
15.28588	19.90951	2.10759		
17.32186	20.07528	2.7097		
17.87051	19.94484	1.81775		
19.15567	20.03749	0.9927		
19.68866	20.05018	2.24166		
