-15	-15	945.51563
-15	-14	918
-15	-13	950.04688
-15	-12	892.82813
-15	-11	940.25
-15	-10	937.75
-15	-9	786.35938
-15	-8	732.17188
-15	-7	805.1875
-15	-6	775.125
-15	-5	700.375
-15	-4	644.29688
-15	-3	603.46875
-15	-2	548.46875
-15	-1	561.32813
-15	0	689.34375
-15	1	835.26563
-15	2	969.09375
-15	3	1036.79688
-15	4	1005.79688
-15	5	1033.23438
-15	6	1192.32813
-15	7	1271.51563
-15	8	1300.1875
-15	9	1261.79688
-15	10	1279.125
-15	11	1213.25
-15	12	1237.96875
-15	13	1201.6875
-15	14	1192.70313
-15	15	1118.79688
-14	-15	1027.21875
-14	-14	960.15625
-14	-13	1002.70313
-14	-12	1022.78125
-14	-11	1045.14063
-14	-10	963.67188
-14	-9	854.3125
-14	-8	768.9375
-14	-7	881.39063
-14	-6	830.48438
-14	-5	748.85938
-14	-4	664.35938
-14	-3	599.92188
-14	-2	574.375
-14	-1	543.85938
-14	0	637.92188
-14	1	818.5
-14	2	947.54688
-14	3	1007.875
-14	4	934.5625
-14	5	952.29688
-14	6	1071.96875
-14	7	1142.8125
-14	8	1291.6875
-14	9	1375.09375
-14	10	1400.75
-14	11	1356.21875
-14	12	1267.25
-14	13	1309.28125
-14	14	1258.39063
-14	15	1191.42188
-13	-15	1053.21875
-13	-14	990.17188
-13	-13	1054.26563
-13	-12	1059.98438
-13	-11	977.15625
-13	-10	902.875
-13	-9	857.71875
-13	-8	888.23438
-13	-7	914.3125
-13	-6	834.45313
-13	-5	765.67188
-13	-4	654.75
-13	-3	644.5625
-13	-2	629.53125
-13	-1	544.29688
-13	0	580.65625
-13	1	715.32813
-13	2	857.79688
-13	3	882.64063
-13	4	837.67188
-13	5	882.64063
-13	6	1009.17188
-13	7	1144.79688
-13	8	1270.21875
-13	9	1357.64063
-13	10	1451.1875
-13	11	1422.5625
-13	12	1335.8125
-13	13	1357.92188
-13	14	1246.04688
-13	15	1128.98438
-12	-15	1086.70313
-12	-14	1058.79688
-12	-13	1153.76563
-12	-12	1156.5
-12	-11	1044.39063
-12	-10	957.21875
-12	-9	984.85938
-12	-8	986.26563
-12	-7	918.26563
-12	-6	838.14063
-12	-5	734.1875
-12	-4	657.32813
-12	-3	722.625
-12	-2	708.28125
-12	-1	590.95313
-12	0	545.28125
-12	1	586.32813
-12	2	718.75
-12	3	743.6875
-12	4	748.54688
-12	5	910.15625
-12	6	1044.01563
-12	7	1090.70313
-12	8	1166.73438
-12	9	1265.71875
-12	10	1400.875
-12	11	1498.01563
-12	12	1469.35938
-12	13	1381.45313
-12	14	1258
-12	15	1186.26563
-11	-15	1200.9375
-11	-14	1162.35938
-11	-13	1274.70313
-11	-12	1284.6875
-11	-11	1145.6875
-11	-10	1068.8125
-11	-9	1075.96875
-11	-8	1045.125
-11	-7	989.09375
-11	-6	875.15625
-11	-5	742.92188
-11	-4	686.17188
-11	-3	793.6875
-11	-2	794.46875
-11	-1	648.6875
-11	0	577.92188
-11	1	554.78125
-11	2	609.28125
-11	3	666.07813
-11	4	731.48438
-11	5	873
-11	6	939.65625
-11	7	1067.82813
-11	8	1128.14063
-11	9	1214.48438
-11	10	1355.75
-11	11	1497.46875
-11	12	1532.73438
-11	13	1449.0625
-11	14	1334.0625
-11	15	1188.0625
-10	-15	1314.29688
-10	-14	1312.14063
-10	-13	1363.79688
-10	-12	1400.01563
-10	-11	1296.375
-10	-10	1171.26563
-10	-9	1061.01563
-10	-8	1018.10938
-10	-7	989.64063
-10	-6	847.875
-10	-5	753.82813
-10	-4	708.20313
-10	-3	816.14063
-10	-2	816.51563
-10	-1	689.48438
-10	0	621.01563
-10	1	555.57813
-10	2	573.57813
-10	3	630.5
-10	4	707.60938
-10	5	796.95313
-10	6	932.14063
-10	7	1097.04688
-10	8	1237.48438
-10	9	1267.90625
-10	10	1328.03125
-10	11	1453.98438
-10	12	1524.375
-10	13	1431.59375
-10	14	1301.875
-10	15	1200.8125
-9	-15	1354.73438
-9	-14	1484.0625
-9	-13	1490.03125
-9	-12	1476.01563
-9	-11	1356.34375
-9	-10	1199.375
-9	-9	1101.32813
-9	-8	1014.23438
-9	-7	946.53125
-9	-6	855.59375
-9	-5	775.92188
-9	-4	751.67188
-9	-3	823.07813
-9	-2	826.67188
-9	-1	754.71875
-9	0	697.64063
-9	1	621.04688
-9	2	565.82813
-9	3	568.70313
-9	4	656.01563
-9	5	788.125
-9	6	928.40625
-9	7	1046.53125
-9	8	1146.82813
-9	9	1228.10938
-9	10	1236.90625
-9	11	1356.29688
-9	12	1442.73438
-9	13	1487.96875
-9	14	1392.76563
-9	15	1332.23438
-8	-15	1369.17188
-8	-14	1506.01563
-8	-13	1524.76563
-8	-12	1371.09375
-8	-11	1261.17188
-8	-10	1202.45313
-8	-9	1096.90625
-8	-8	1021.17188
-8	-7	923.23438
-8	-6	855.25
-8	-5	800.95313
-8	-4	825.71875
-8	-3	878.125
-8	-2	922.375
-8	-1	843.71875
-8	0	798.70313
-8	1	691.03125
-8	2	620.59375
-8	3	563.23438
-8	4	633.64063
-8	5	771.40625
-8	6	859.23438
-8	7	914.26563
-8	8	1021.64063
-8	9	1102.71875
-8	10	1162.09375
-8	11	1215.4375
-8	12	1306.0625
-8	13	1405.09375
-8	14	1414.35938
-8	15	1351.71875
-7	-15	1367.82813
-7	-14	1474.90625
-7	-13	1490.70313
-7	-12	1341.25
-7	-11	1179.17188
-7	-10	1083.90625
-7	-9	1020.59375
-7	-8	967.92188
-7	-7	909.25
-7	-6	868.45313
-7	-5	869.5
-7	-4	862.8125
-7	-3	824.29688
-7	-2	850.10938
-7	-1	848.5625
-7	0	813.82813
-7	1	734.20313
-7	2	641.46875
-7	3	568.73438
-7	4	571.3125
-7	5	637.625
-7	6	728.57813
-7	7	808.59375
-7	8	952.53125
-7	9	992.90625
-7	10	1068.07813
-7	11	1108.10938
-7	12	1252.53125
-7	13	1272.53125
-7	14	1358.82813
-7	15	1397.8125
-6	-15	1442
-6	-14	1546.98438
-6	-13	1450.39063
-6	-12	1317.29688
-6	-11	1195.51563
-6	-10	1140.60938
-6	-9	1106.21875
-6	-8	987.89063
-6	-7	919.23438
-6	-6	911.84375
-6	-5	907.89063
-6	-4	850.42188
-6	-3	773.23438
-6	-2	737.48438
-6	-1	746.17188
-6	0	726.875
-6	1	671.125
-6	2	625.75
-6	3	625.28125
-6	4	578.25
-6	5	582.75
-6	6	654.09375
-6	7	759.09375
-6	8	848.17188
-6	9	875.54688
-6	10	953.89063
-6	11	1055.875
-6	12	1144.04688
-6	13	1156.4375
-6	14	1299.70313
-6	15	1396.64063
-5	-15	1525.40625
-5	-14	1589.375
-5	-13	1507.9375
-5	-12	1413.8125
-5	-11	1335.75
-5	-10	1266.29688
-5	-9	1142.96875
-5	-8	1029.23438
-5	-7	938.25
-5	-6	964.28125
-5	-5	909.67188
-5	-4	806.21875
-5	-3	740.75
-5	-2	732.35938
-5	-1	727.70313
