X	Y	XError	YError
0.3	4.18840930441685	0.0824544683284595	0.71850901773847
0.552403736614263	3.36965751485989	-0.114712184706117	-0.673292396007149
0.787878787878788	2.39371638833852	0.0773766210785315	-0.0440381807648922
1.14183185235817	1.60118879139541	0.136929151327515	0.248236327398117
1.51874003189793	1.96122275686386	0.0488431364467944	0.0321235833529734
1.80160628844839	2.82847438437588	0.13061696992962	-0.50273823717324
2.12001594896332	3.54854231531277	0.181351154354811	0.377503011363833
2.3910344041923	3.1160486838381	0.169920354386531	0.661045518058689
2.68574846206425	2.3212567223323	-0.0657311069818486	-0.196453451268368
2.93381180223285	0.733937163883385	-0.0247006820216596	0.34593993151423
