0.1	6.90474	4.49914	2.00001	-1.27578
0.2	8.42853	5.01736	2.00008	1.69868
0.3	10.56704	5.71418	2.00045	1.99224
0.4	13.69533	6.68152	2.00223	2.32249
0.5	18.50426	8.07834	2.01001	-1.14187
0.6	26.33637	10.19831	2.04015	0.65547
0.7	39.87804	13.63076	2.14408	0.38385
0.8	64.0041	19.69082	2.46268	-1.36633
0.9	101.60013	31.74502	3.32956	0.989
1	126.70571	59.94876	5.4188	0.03671
1.1	101.82214	136.42385	9.86657	1.73903
1.2	64.45099	242	18.1973	3.38975
1.3	40.5556	136.42385	31.84315	1.24278
1.4	27.25354	59.94876	51.20304	-1.06266
1.5	19.6734	31.74502	74.59125	2.94342
1.6	15.13267	19.69082	97.83444	3.07747
1.7	12.29324	13.63076	115.21502	3.87681
1.8	10.46947	10.19831	121.68273	2.63455
1.9	9.29255	8.07834	115.21502	11.41986
2	8.55514	6.68152	97.83444	22.04474
2.1	8.13732	5.71418	74.59125	46.46399
2.2	7.96965	5.01736	51.20304	81.03146
2.3	8.01423	4.49914	31.84315	116.86613
2.4	8.25485	4.10347	18.1973	149.47042
2.5	8.69238	3.79463	9.86657	160.88149
2.6	9.3434	8.97717	5.4188	147.10088
2.7	10.24156	10.28195	3.32956	117.38818
2.8	11.44163	11.98724	2.46268	79.59816
2.9	13.02723	14.27376	2.14408	43.64289
3	15.12401	17.43569	2.04015	23.00723
3.1	17.92167	21.97654	2.01001	11.48769
3.2	21.71094	28.81252	2.00223	2.74585
3.3	26.94614	39.74041	2.00045	1.30953
3.4	34.3496	58.62169	2.00001	-0.19851
3.5	45.07569	94.68831	2.00006	2.96536
3.6	60.90815	172.06477	2.00041	1.61068
3.7	84.19895	342.73038	2.00244	2.687
3.8	116.21426	514	2.01276	2.62141
3.9	150.79962	342.73038	2.0584	2.76302
4	167.44174	172.06477	2.23409	2.45838
4.1	150.75566	94.68831	2.82215	3.10912
4.2	116.12577	58.62169	4.52978	0.28877
4.3	84.06476	39.74041	8.82006	-0.99559
4.4	60.72646	28.81252	18.10891	1.6512
4.5	44.84397	21.97654	35.33625	0.01072
4.6	34.06457	17.43569	62.44214	2.64348
4.7	26.60359	14.27376	98.01424	3.32751
4.8	21.30562	11.98724	135.63003	2.29307
4.9	17.44702	10.28195	164.94653	-1.01049
5	14.57194	8.97717	176.08398	2.65845
5.1	12.38768	7.54286	164.94653	1.07295
5.2	10.70211	8.59026	135.63003	2.39824
5.3	9.38645	9.96438	98.01424	0.05225
5.4	8.35302	11.81619	62.44214	0.43658
5.5	7.54164	14.39476	35.33625	3.13446
5.6	6.91145	18.13441	18.10891	1.96264
5.7	6.43597	23.84708	8.82006	0.96817
5.8	6.10045	33.19208	4.52978	3.06076
5.9	5.9013	49.98589	2.82215	-0.28972
6	5.84736	84.55715	2.23409	1.85278
6.1	5.9643	172.08226	2.0584	-0.08522
6.2	6.30416	469.39459	2.01276	-0.76527
6.3	6.96585	1122	2.00244	2.58225
6.4	8.14074	469.39459	2.00041	1.33852
6.5	10.22331	172.08226	2.00006	5.18876
6.6	14.11372	84.55715	2.19199	8.29846
6.7	22.18622	49.98589	2.44639	19.45038
6.8	42.04001	33.19208	2.97501	25.25882
6.9	101.90818	23.84708	4.00058	39.08495
7	201.7889	18.13441	5.85623	55.36139
7.1	101.68062	14.39476	8.98273	75.12032
7.2	41.58202	11.81619	13.87802	91.30373
7.3	21.49197	9.96438	20.98102	104.80275
7.4	13.17421	8.59026	30.49388	118.77452
7.5	9.0261	7.54286	42.18282	119.96249
7.6	6.66951	6.72637	55.23358	114.86543
7.7	5.19982	6.07766	68.25026	105.32861
7.8	4.21731	5.55376	79.4544	91.92166
7.9	3.52435	7.14181	87.06702	74.95329
8	3.01441	8.49249	89.76734	58.14635
8.1	2.62603	10.45136	87.06702	38.85512
8.2	2.32171	13.44371	79.4544	27.65593
8.3	2.07755	18.33871	68.25026	17.50291
8.4	1.87768	27.13546	55.23358	12.64739
8.5	1.71124	45.24422	42.18282	5.71111
8.6	1.5706	91.09071	30.49388	5.93784
8.7	1.45021	246.82574	20.98102	-0.06712
8.8	1.34602	588.66667	13.87802	1.47494
8.9	1.25496	246.82574	8.98273	-0.9774
9	1.17468	91.09071	5.85623	2.37418
9.1	1.10336	45.24422	4.00058	2.95845
9.2	1.03958	27.13546	2.97501	-0.85738
9.3	0.98219	18.33871	2.44639	2.60499
9.4	0.93026	13.44371	2.19199	-1.09111
9.5	0.88305	10.45136	2.07757	3.05708
9.6	0.83994	8.49249	2.02944	1.54976
9.7	0.8004	7.14181	2.0105	2.27418
9.8	0.76402	6.17182	2.00352	0.40404
9.9	0.73042	5.45204	2.00111	3.13166
10	0.6993	4.9034	2.00033	3.24908
