02/05/2018 15:59:59.994983	1.0427
02/05/2018 15:59:59.994985	1.4317
02/05/2018 15:59:59.994987	1.2281
02/05/2018 15:59:59.994988	1.3622
02/05/2018 15:59:59.994990	1.8348
02/05/2018 15:59:59.994991	1.7184
02/05/2018 15:59:59.994993	1.3528
02/05/2018 15:59:59.994994	1.9785
02/05/2018 15:59:59.994996	1.5646
02/05/2018 15:59:59.994998	1.3988
02/05/2018 15:59:59.994999	1.6032
02/05/2018 15:59:59.995001	1.9458
02/05/2018 15:59:59.995002	2.2587
02/05/2018 15:59:59.995004	1.894
02/05/2018 15:59:59.995005	2.479
02/05/2018 15:59:59.995007	2.4587
02/05/2018 15:59:59.995008	1.9792
02/05/2018 15:59:59.995010	2.4972
02/05/2018 15:59:59.995012	2.3722
02/05/2018 15:59:59.995013	2.5329
02/05/2018 15:59:59.995015	1.9435
02/05/2018 15:59:59.995016	2.1232
02/05/2018 15:59:59.995018	1.9646
02/05/2018 15:59:59.995019	2.3715
02/05/2018 15:59:59.995021	2.1558
02/05/2018 15:59:59.995023	2.4632
02/05/2018 15:59:59.995024	2.8042
02/05/2018 15:59:59.995026	2.801
02/05/2018 15:59:59.995027	2.5298
02/05/2018 15:59:59.995029	2.2733
02/05/2018 15:59:59.995030	2.5073
02/05/2018 15:59:59.995032	2.4023
02/05/2018 15:59:59.995033	2.3852
02/05/2018 15:59:59.995035	2.6483
02/05/2018 15:59:59.995037	2.6285
02/05/2018 15:59:59.995038	2.9576
02/05/2018 15:59:59.995040	3.0812
02/05/2018 15:59:59.995041	3.1791
02/05/2018 15:59:59.995043	3.4564
02/05/2018 15:59:59.995044	3.3693
02/05/2018 15:59:59.995046	3.1024
02/05/2018 15:59:59.995048	3.0675
02/05/2018 15:59:59.995049	3.239
02/05/2018 15:59:59.995051	3.2085
02/05/2018 15:59:59.995052	3.4543
02/05/2018 15:59:59.995054	3.241
02/05/2018 15:59:59.995055	3.432
02/05/2018 15:59:59.995057	2.8853
02/05/2018 15:59:59.995058	2.9294
02/05/2018 15:59:59.995060	2.8624
02/05/2018 15:59:59.995062	3.5805
02/05/2018 15:59:59.995063	3.4916
02/05/2018 15:59:59.995065	3.5166
02/05/2018 15:59:59.995066	3.2678
02/05/2018 15:59:59.995068	3.5941
02/05/2018 15:59:59.995069	3.0382
02/05/2018 15:59:59.995071	3.0437
02/05/2018 15:59:59.995073	3.4808
02/05/2018 15:59:59.995074	3.7919
02/05/2018 15:59:59.995076	3.1359
02/05/2018 15:59:59.995077	3.7881
02/05/2018 15:59:59.995079	3.5253
02/05/2018 15:59:59.995080	3.2374
02/05/2018 15:59:59.995082	4.0184
02/05/2018 15:59:59.995083	4.0825
02/05/2018 15:59:59.995085	3.5134
02/05/2018 15:59:59.995087	4.25
02/05/2018 15:59:59.995088	3.542
02/05/2018 15:59:59.995090	3.6975
02/05/2018 15:59:59.995091	3.4618
02/05/2018 15:59:59.995093	3.8913
02/05/2018 15:59:59.995094	4.3782
02/05/2018 15:59:59.995096	3.9999
02/05/2018 15:59:59.995098	3.9052
02/05/2018 15:59:59.995099	4.0262
02/05/2018 15:59:59.995101	4.4423
02/05/2018 15:59:59.995102	4.3215
02/05/2018 15:59:59.995104	3.4841
02/05/2018 15:59:59.995105	4.425
02/05/2018 15:59:59.995107	4.2028
02/05/2018 15:59:59.995108	3.8364
02/05/2018 15:59:59.995110	3.7561
02/05/2018 15:59:59.995112	4.3054
02/05/2018 15:59:59.995113	4.0032
02/05/2018 15:59:59.995115	3.6986
02/05/2018 15:59:59.995116	3.881
02/05/2018 15:59:59.995118	3.5993
02/05/2018 15:59:59.995119	4.2661
02/05/2018 15:59:59.995121	3.7614
02/05/2018 15:59:59.995123	4.3125
02/05/2018 15:59:59.995124	3.695
02/05/2018 15:59:59.995126	4.2427
02/05/2018 15:59:59.995127	4.3715
