25.01.2004 09:38:59.50	85.55
25.01.2004 09:39:04.50	85.55
25.01.2004 09:39:09.50	85.55
25.01.2004 09:39:14.50	85.60
25.01.2004 09:39:19.50	85.50
25.01.2004 09:39:24.50	85.55
25.01.2004 09:39:29.50	85.40
25.01.2004 09:39:34.50	85.45
25.01.2004 09:39:39.50	85.40
25.01.2004 09:39:44.50	85.35
25.01.2004 09:39:49.50	85.25
25.01.2004 09:39:54.50	85.35
25.01.2004 09:39:59.50	85.20
25.01.2004 09:40:04.50	85.30
25.01.2004 09:40:09.50	85.25
25.01.2004 09:40:14.50	85.25
25.01.2004 09:40:19.50	85.20
25.01.2004 09:40:24.50	85.15
25.01.2004 09:40:29.50	85.15
25.01.2004 09:40:34.50	85.10
25.01.2004 09:40:39.50	85.05
25.01.2004 09:40:44.50	85.15
25.01.2004 09:40:49.50	85.10
25.01.2004 09:40:54.50	85.05
25.01.2004 09:40:59.50	85.05
25.01.2004 09:41:04.50	84.95
25.01.2004 09:41:09.50	84.90
25.01.2004 09:41:14.50	84.85
25.01.2004 09:41:19.50	84.90
25.01.2004 09:41:24.50	84.90
25.01.2004 09:41:29.50	84.80
25.01.2004 09:41:34.50	84.90
25.01.2004 09:41:39.50	84.85
25.01.2004 09:41:44.50	84.75
25.01.2004 09:41:49.50	84.80
25.01.2004 09:41:54.50	84.85
25.01.2004 09:41:59.50	84.85
25.01.2004 09:42:04.50	84.85
25.01.2004 09:42:09.50	84.85
25.01.2004 09:42:14.50	84.90
25.01.2004 09:42:19.50	85.00
25.01.2004 09:42:24.50	85.00
25.01.2004 09:42:29.50	85.00
25.01.2004 09:42:34.50	84.95
25.01.2004 09:42:39.50	85.00
25.01.2004 09:42:44.50	85.10
25.01.2004 09:42:49.50	85.15
25.01.2004 09:42:54.50	85.30
25.01.2004 09:42:59.50	85.35
25.01.2004 09:43:04.50	85.45
25.01.2004 09:43:09.50	85.45
25.01.2004 09:43:14.50	85.50
25.01.2004 09:43:19.50	85.45
