temp	dCp
9.246178	0.00608097825045869
9.418598	0.00611904651505243
9.517014	0.00612449246246912
9.615426	0.00612993878168433
9.713836	0.00612353382490024
9.812242	0.0061396784292993
9.910644	0.0061451054587783
10.00904	0.00615993618400994
10.10744	0.00617977195928818
10.20583	0.00615778333917592
10.30422	0.00617101632603751
10.40248	0.00615523595277974
10.50086	0.00618127283711113
10.59924	0.0061896444169027
10.69762	0.00619453273560813
10.79599	0.00616497545522796
10.89436	0.0061800710024626
10.99272	0.00618019694391358
11.09109	0.00619223222069752
11.18944	0.00619726265453446
11.2878	0.00621750893932342
11.38615	0.00622914601538286
11.48438	0.00617880866624659
11.58272	0.00623640767894205
11.68106	0.00622942534750204
11.7794	0.00623979401087768
11.87773	0.00621087034640785
11.97606	0.00624592564304794
12.07439	0.00625977072638216
12.17272	0.00623576677010746
12.27104	0.00625922477953046
12.36936	0.00627467412790476
12.46767	0.00625046684774272
12.56586	0.0062574979824347
12.66416	0.00626173803462646
12.76247	0.00622758591702289
12.86077	0.00625797975638395
12.95907	0.00632672349072919
13.05736	0.00626224816382977
13.15565	0.00627269364938845
13.25394	0.00630617819907924
13.35222	0.00631121628333099
13.4505	0.00627518081834395
13.54878	0.00629083706965466
13.64693	0.0063074962469258
13.7452	0.00628577900612416
13.84346	0.00630190230841864
13.94173	0.00629796341853445
14.03999	0.00633555854894368
14.13824	0.00633015448053915
14.2365	0.0062942409656887
14.33475	0.00633756038816478
14.43299	0.00631814934911983
14.53124	0.00630675366735846
14.62947	0.00635428800643559
14.72759	0.00634028622269973
14.82582	0.00634363978822752
14.92405	0.00633914297839955
15.02228	0.00634812606138468
15.1205	0.00634412967749794
15.21872	0.00632740276843839
15.31693	0.00635309523976156
15.41514	0.0064068614779567
15.51335	0.00631886953056192
15.61156	0.00633634309302181
15.70976	0.00638249294984051
15.80784	0.00636909731585463
15.90603	0.00637192634080361
16.00422	0.00641103707403587
16.10241	0.00637442211650989
16.2006	0.00638806334456666
16.29878	0.00639090290507417
16.39696	0.00638792533580343
16.49513	0.00637792672854044
16.5933	0.00641747346209231
16.69147	0.00638701568679633
16.78964	0.00639466914623932
16.88767	0.00643943706882666
16.98583	0.00640349302000678
17.08399	0.00643938002390377
17.18214	0.00641164853716747
17.28028	0.00640902450243293
17.37843	0.0064050264414837
17.47657	0.00638445419461986
17.57471	0.00644026972836578
17.67284	0.00639575379654227
17.77097	0.00644073663706983
17.8691	0.00642310826015213
17.9671	0.00644269041443341
18.06522	0.00644070667048598
18.16334	0.00646093807486688
18.26145	0.0064401655507785
18.35956	0.00646883235558749
18.45767	0.00641527207756844
18.55577	0.00644842429887584
18.65387	0.00641774344499109
18.75197	0.00645009574148439
18.85006	0.00644711698407215
18.94815	0.00641382372045038
19.04612	0.00646924492478354
19.1442	0.00644842074364743
19.24228	0.00644673171483623
19.34036	0.00648002803054093
19.43843	0.00651940129708104
19.5365	0.00646537563530818
19.63457	0.00645922669086716
19.73263	0.00646910074103849
19.83069	0.00649202859771522
19.92874	0.00647398743688206
20.02679	0.00649932671572761
20.12472	0.00645959116404782
20.22277	0.00649907849681552
20.32081	0.00650798547856167
20.41885	0.0065028788736826
20.51688	0.00651067559816231
20.61492	0.00649598527559162
20.71295	0.0064949455922786
20.81097	0.006502010700705
20.90899	0.00651028288060871
21.00701	0.00652458193014153
21.10503	0.00650974888390669
21.20292	0.00649578026660269
21.30092	0.00651861068388374
21.39893	0.00651367009812092
21.49693	0.00653925873597119
21.59493	0.00651266004896876
21.69292	0.00652281678532092
21.79091	0.00651682266122204
21.8889	0.0065510236875349
21.98689	0.00653618654550985
22.08487	0.00652295639384856
22.18285	0.00652640841543654
22.2807	0.00651753612561198
22.37867	0.00653775297583835
22.47664	0.00654384137420774
22.5746	0.00653983916789423
22.67256	0.0065306020226488
22.77052	0.00650510309297202
22.86847	0.00654776111216868
22.96642	0.00652407146008522
23.06437	0.00652873059124189
23.16231	0.0065285637891357
23.26026	0.00655835834155472
23.35807	0.00654652904462798
23.456	0.00652907000399405
23.55393	0.00651958632677121
23.65186	0.00654142691750237
23.74978	0.00650773969953867
23.8477	0.00652130224640143
23.94562	0.00652300757534715
24.04353	0.00653209322253158
24.14144	0.00654037416411239
24.23935	0.00654724833048276
24.33725	0.00651871800909101
24.43503	0.00650029417190564
24.53293	0.00652059690755709
24.63082	0.00652244170487811
24.72871	0.00653132739659507
24.82659	0.00651476657590829
24.92448	0.00649520345341539
25.02236	0.00650748624763663
25.12023	0.00648337294737367
25.21811	0.006468514855761
25.31598	0.00647438244185448
25.41384	0.00645871715155759
