472.00	24043.33
471.95	23393.33
471.90	23293.33
471.85	23333.33
471.80	23643.33
471.75	23473.33
471.70	23023.33
471.65	23620.00
471.60	22746.67
471.55	23043.33
471.50	23653.33
471.45	23433.33
471.40	22683.33
471.35	23273.33
471.30	23040.00
471.25	22930.00
471.20	22973.33
471.15	23280.00
471.10	23843.33
471.05	23260.00
471.00	23410.00
470.95	23300.00
470.90	23010.00
470.85	22963.33
470.80	22786.67
470.75	23026.67
470.70	23053.33
470.65	22126.67
470.60	22566.67
470.55	22680.00
470.50	22503.33
470.45	22076.67
470.40	22876.67
470.35	23136.67
470.30	22316.67
470.25	22683.33
470.20	22440.00
470.15	22373.33
470.10	22583.33
470.05	22753.33
470.00	22393.33
469.95	22630.00
469.90	22360.00
469.85	22223.33
469.80	22680.00
469.75	22120.00
469.70	22000.00
469.65	21523.33
469.60	22186.67
469.55	21936.67
469.50	22120.00
469.45	21810.00
469.40	22043.33
469.35	21850.00
469.30	21976.67
469.25	21560.00
469.20	21796.67
469.15	21780.00
469.10	21740.00
469.05	21406.67
469.00	21940.00
468.95	21800.00
468.90	21816.67
468.85	21690.00
468.80	21280.00
468.75	21306.67
468.70	21773.33
468.65	21133.33
468.60	21206.67
468.55	21976.67
468.50	21736.67
468.45	21820.00
468.40	21293.33
468.35	21490.00
468.30	21153.33
468.25	21263.33
468.20	21350.00
468.15	21653.33
468.10	21553.33
468.05	20963.33
468.00	20700.00
467.95	20920.00
467.90	21146.67
467.85	21140.00
467.80	21050.00
467.75	21060.00
467.70	21043.33
467.65	20726.67
467.60	21120.00
467.55	20973.33
467.50	20903.33
467.45	21216.67
467.40	20716.67
467.35	21523.33
467.30	20806.67
467.25	21100.00
467.20	20810.00
467.15	21470.00
467.10	21260.00
467.05	20836.67
467.00	21083.33
466.95	21166.67
466.90	21373.33
466.85	21680.00
466.80	21283.33
466.75	21390.00
466.70	21616.67
466.65	21560.00
466.60	21580.00
466.55	21490.00
466.50	21646.67
466.45	21746.67
466.40	21753.33
466.35	22063.33
466.30	21780.00
466.25	21920.00
466.20	21976.67
466.15	22200.00
466.10	22490.00
466.05	22256.67
466.00	22296.67
465.95	22360.00
465.90	22846.67
465.85	23156.67
465.80	22560.00
465.75	22946.67
465.70	23200.00
465.65	23030.00
465.60	23473.33
465.55	23516.67
465.50	23446.67
465.45	23926.67
465.40	23350.00
465.35	23993.33
465.30	24053.33
465.25	24396.67
465.20	24666.67
465.15	24080.00
465.10	24880.00
465.05	24883.33
465.00	24810.00
464.95	25083.33
464.90	24840.00
464.85	25963.33
464.80	25810.00
464.75	25300.00
464.70	26676.67
464.65	25936.67
464.60	26266.67
464.55	26083.33
464.50	26443.33
464.45	26793.33
464.40	27066.67
464.35	26420.00
464.30	26880.00
464.25	26073.33
464.20	27283.33
464.15	26996.67
464.10	27360.00
464.05	26426.67
464.00	27010.00
463.95	27123.33
463.90	27063.33
463.85	26816.67
463.80	27050.00
463.75	26536.67
463.70	26756.67
463.65	26020.00
463.60	26343.33
463.55	26206.67
463.50	25873.33
463.45	25956.67
463.40	26046.67
463.35	25606.67
463.30	25450.00
463.25	24970.00
463.20	25203.33
463.15	25476.67
463.10	24610.00
463.05	24786.67
463.00	24480.00
462.95	23990.00
462.90	24243.33
462.85	23623.33
462.80	23800.00
462.75	23286.67
462.70	23200.00
462.65	24203.33
462.60	22910.00
462.55	23106.67
462.50	22920.00
462.45	22656.67
462.40	22610.00
462.35	22620.00
462.30	22670.00
462.25	22303.33
462.20	22296.67
462.15	22046.67
462.10	22273.33
462.05	22030.00
462.00	21913.33
461.95	21773.33
461.90	21670.00
461.85	21990.00
461.80	22013.33
461.75	21336.67
461.70	21600.00
461.65	21756.67
461.60	21820.00
461.55	21506.67
461.50	21343.33
461.45	21536.67
461.40	21600.00
461.35	21140.00
461.30	21530.00
461.25	21626.67
461.20	21603.33
461.15	21276.67
461.10	21680.00
461.05	21273.33
461.00	21586.67
460.95	21060.00
460.90	21613.33
460.85	21746.67
460.80	21536.67
460.75	21816.67
460.70	21950.00
460.65	21933.33
460.60	21970.00
460.55	22016.67
460.50	22476.67
460.45	21960.00
460.40	22263.33
460.35	22046.67
460.30	22373.33
460.25	22723.33
460.20	22500.00
460.15	23080.00
460.10	23140.00
460.05	23523.33
460.00	23150.00
459.95	23583.33
459.90	23833.33
459.85	23946.67
459.80	24376.67
459.75	24690.00
459.70	24563.33
459.65	25286.67
459.60	25490.00
459.55	26613.33
459.50	26173.33
459.45	26843.33
459.40	27686.67
459.35	28026.67
459.30	28040.00
459.25	28703.33
459.20	29286.67
459.15	29753.33
459.10	30320.00
459.05	31346.67
459.00	31850.00
458.95	31963.33
458.90	33273.33
458.85	33100.00
458.80	33870.00
458.75	34406.67
458.70	35156.67
458.65	34950.00
458.60	35466.67
458.55	35833.33
458.50	36426.67
458.45	36580.00
458.40	36906.67
458.35	36540.00
458.30	35956.67
458.25	36426.67
458.20	36393.33
458.15	36650.00
458.10	35900.00
458.05	35513.33
458.00	36110.00
457.95	34746.67
457.90	34413.33
457.85	33560.00
457.80	33333.33
457.75	32883.33
457.70	32093.33
457.65	31793.33
457.60	31046.67
457.55	29840.00
457.50	29426.67
457.45	28796.67
457.40	27976.67
457.35	27326.67
457.30	26366.67
457.25	26133.33
457.20	25580.00
457.15	24643.33
457.10	24163.33
457.05	24010.00
457.00	23443.33
456.95	22960.00
456.90	22446.67
456.85	22113.33
456.80	21590.00
456.75	21903.33
456.70	21440.00
456.65	20480.00
456.60	20773.33
456.55	20613.33
456.50	20360.00
456.45	19913.33
456.40	20163.33
456.35	19646.67
456.30	19706.67
456.25	19600.00
456.20	19436.67
456.15	19386.67
456.10	19013.33
456.05	19320.00
456.00	19333.33
455.95	18776.67
455.90	19140.00
455.85	19226.67
455.80	18760.00
455.75	19170.00
455.70	19056.67
455.65	18943.33
455.60	19066.67
455.55	18586.67
455.50	18900.00
455.45	18316.67
455.40	18453.33
455.35	18583.33
455.30	18700.00
455.25	18710.00
455.20	18640.00
455.15	18600.00
455.10	18780.00
455.05	18550.00
455.00	18550.00
454.95	18433.33
454.90	18676.67
454.85	18536.67
454.80	18400.00
454.75	18400.00
454.70	18643.33
454.65	18393.33
454.60	18820.00
454.55	18833.33
454.50	18430.00
454.45	18783.33
454.40	18443.33
454.35	18476.67
454.30	18333.33
454.25	18206.67
454.20	18636.67
454.15	18750.00
454.10	18400.00
454.05	18343.33
454.00	18260.00
453.95	18473.33
453.90	18800.00
453.85	18393.33
453.80	18306.67
453.75	18830.00
453.70	18293.33
453.65	18553.33
453.60	18466.67
453.55	17856.67
453.50	18636.67
453.45	18630.00
453.40	18443.33
453.35	18350.00
453.30	18563.33
453.25	18300.00
453.20	17946.67
453.15	18446.67
453.10	18483.33
453.05	18553.33
453.00	18480.00
452.95	18236.67
452.90	18626.67
452.85	18363.33
452.80	18043.33
452.75	17866.67
452.70	17853.33
452.65	17970.00
452.60	18020.00
452.55	18653.33
452.50	18640.00
452.45	18350.00
452.40	18253.33
452.35	18046.67
452.30	18000.00
452.25	18423.33
452.20	17826.67
452.15	18063.33
452.10	18296.67
